District ID,District Name,Superintendent,School ID,School Name,Principal,Grades Offered,School Type,County,Total Enrollment,Pct Mobile Students 2015-16,Enrollment K-3,Enrollment 4-5,Enrollment 6-8,Pct of Students Attending Regularly,School Self-Contained Class Size,Oregon Self-Contained Class Size,School Departmentalized Class Size,Oregon Departmentalized Class Size,School ELA Class Size,Oregon ELA Class Size,School Math Class Size,Oregon Math Class Size,School Science Class Size,Oregon Science Class Size,School Social Studies Class Size,Oregon Social Studies Class Size,Pct Ever English Learners,Pct Economically Disadvantaged,Pct Students with Disabilities,Pct Asian,Pct Black,Pct Hispanic,Pct Native American,Pct Multi-racial,Pct Pacific Islander,Pct White,Number of Languages Spoken,School Rating,Percent with All Required Vaccinations,Percent without All Required Vaccinations,ESEA Designation,Rating Compared to Similar Schools,ELA Pct Met 2014-15,ELA Pct Met 2015-16,State ELA Pct Met,Like Schools ELA Pct Met,Math Pct Met 2014-15,Math Pct Met 2015-16,State Math Pct Met,Like Schools Math Pct Met,Science Pct Met 2012-13,Science Pct Met 2013-14,Science Pct Met 2014-15,Science Pct Met 2015-16,State Science Pct Met,Like Schools Science Pct Met,Freshmen On Track 2015-16,State Freshman On Track,Like Schools Freshman On Track,Freshmen On Track 2013-14,Freshmen On Track 2014-15,Four Year Graduation Rate 2011-12,Four Year Graduation Rate 2012-13,Four Year Graduation Rate 2013-14,Four Year Graduation Rate 2014-15,State Four Year Graduation Rate,Like Schools Four Year Graduation Rate,Five Year Completion Rate 2011-12,Five Year Completion Rate 2012-13,Five Year Completion Rate 2013-14,Five Year Completion Rate 2014-15,State Five Year Completion Rate,Like Schools Five Year Completion Rate,Dropout Rate 2011-12,Dropout Rate 2012-13,Dropout Rate 2013-14,Dropout Rate 2014-15,State Dropout Rate,Like Schools Dropout Rate,Continuing Education Rate 2010-11,Continuing Education Rate 2011-12,Continuing Education Rate 2012-13,Continuing Education Rate 2013-14,State Continuing Education Rate,Like Schools Continuing Education Rate
2082,Eugene SD 4J,Gustavo Balderas,1339,Family School,Jennifer Hebard,Grade(s) K-5,E,Lane,148,16.50%,97,51,--,84.20%,24,25,--,--,,,,,,,,,*,57%,14%,2%,3%,12%,1%,10%,1%,70%,5,Not Rated,51,49,,Not Rated,55.4,51.7,52.4,53.3,45.6,50,44.9,44.4,>95,82.9,59.1,70,66.5,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,513,Gilham Elementary School,Gina Wilde,Grade(s) K-5,E,Lane,554,15.70%,359,195,--,85.70%,30,25,--,--,,,,,,,,,6%,41%,16%,2%,1%,11%,<1%,9%,0,77%,10,Not Rated,94,6,,Not Rated,71.3,67.5,52.4,55.8,53.2,53.3,44.9,48.2,68.3,74.2,82.3,77.9,66.5,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,4157,Holt Elementary School,Joyce Smith-Johnson,Grade(s) K-5,E,Lane,558,17.40%,368,190,--,82.60%,26,25,--,--,,,,,,,,,7%,60%,19%,2%,2%,16%,1%,14%,1%,64%,12,Not Rated,96,4,,Not Rated,56.5,54.2,52.4,49.3,44.7,39.1,44.9,41.3,58.3,64.3,66.3,72.5,66.5,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,515,Howard Elementary School,Allan Chinn,Grade(s) K-5,E,Lane,405,19.60%,270,135,--,78.00%,26,25,--,--,,,,,,,,,6%,78%,20%,0,1%,21%,4%,12%,<1%,61%,3,Not Rated,96,4,,Not Rated,43.8,38.8,52.4,46.8,36,36.6,44.9,39.3,55,48.8,63.2,53.3,66.5,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,518,Kelly Middle School,Juan Cuadros,Grade(s) 6-8,M,Lane,390,14.10%,,,,85.60%,--,--,,,27,24,27,24,30,26,29.5,27,8%,63%,12%,2%,1%,23%,1%,8%,<1%,66%,6,Not Rated,92,8,,Not Rated,53.1,48.9,56.7,55.3,43.5,40.8,42.8,39.9,56.7,46.2,53.2,62,63.8,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,519,Kennedy Middle School,Charles Smith,Grade(s) 6-8,M,Lane,412,14.00%,,,,81.80%,--,--,,,28.5,24,24,24,29.5,26,30,27,6%,54%,17%,2%,3%,14%,1%,11%,<1%,68%,9,Not Rated,95,5,,Not Rated,63.9,63.4,56.7,55.4,50.1,50.1,42.8,39.9,76.4,81,75.9,68.4,63.8,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,520,Madison Middle School,Scott Marsh,Grade(s) 6-8,M,Lane,427,11.90%,,,,79.20%,1,25,,,26,24,27,24,30,26,35,27,<5%,54%,16%,3%,1%,13%,3%,7%,1%,74%,8,Not Rated,96,4,,Not Rated,55.6,51.7,56.7,56,41.4,40.7,42.8,41,64,68.1,79.1,80.7,63.8,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,522,McCornack Elementary School,Londa Rochholz,Grade(s) K-5,E,Lane,351,15.20%,231,120,--,83.90%,29,25,--,--,,,,,,,,,14%,72%,12%,1%,4%,26%,1%,7%,1%,60%,7,Not Rated,92,8,,Not Rated,40.9,45.5,52.4,54.1,26.8,29.7,44.9,45.1,55.9,58.6,47.9,52.6,66.5,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,524,Monroe Middle School,Mike Johnson,Grade(s) 6-8,M,Lane,513,12.50%,,,,88.10%,--,--,,,26,24,30,24,33,26,32,27,6%,48%,16%,2%,2%,16%,1%,8%,1%,71%,7,Not Rated,97,3,,Not Rated,59.3,55.7,56.7,57.7,43.2,46.5,42.8,41.1,71.5,74.8,60.9,54.6,63.8,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,4041,Network Charter School,Stephanie Ford,Grade(s) 7-12,H,Lane,113,55.10%,,,,50.00%,--,--,,,13,24,13,24,12,26,14,27,*,***,19%,1%,4%,13%,4%,6%,0,72%,2,Not Rated,81,19,,Not Rated,32.3,35.5,61.7,47.5,10,17.2,41.2,22.7,70.4,44.7,>95,28.6,62.1,48.6,73.3,83.5,63.1,30.8,<5,39.3,32.1,34.3,37.5,73.8,37.2,45.5,64,69.2,54.5,81.6,57.1,14.6,14.9,14.1,19.2,4.3,28.1,46.2,30.8,53.3,23.1,59.4,32.6
2082,Eugene SD 4J,Gustavo Balderas,536,North Eugene High School,Casandra Kamens,Grade(s) 9-12,H,Lane,854,23.70%,,,,68.50%,--,--,,,22,24,22,24,25,26,22,27,8%,60%,14%,2%,1%,20%,2%,8%,<1%,66%,11,Not Rated,97,3,,Not Rated,84.4,81.1,70,66.9,35.4,33.1,34.2,29.3,63,54.7,51.3,61.8,60,63.8,81.3,83.5,82.9,69.5,82.8,70.7,61.8,71.4,78.3,73.8,77,88.1,88.2,87.4,80.5,81.6,83.9,1.5,2.3,2.1,3,4.3,2.9,60.2,53.5,44.4,44.8,59.4,49.4
2082,Eugene SD 4J,Gustavo Balderas,3233,Ridgeline Montessori,Sharon Martin,Grade(s) K-8,E,Lane,242,14.90%,117,60,65,88.40%,29,25,--,--,,,,,,,,,*,31%,14%,2%,0,7%,2%,15%,0,75%,5,Not Rated,70,30,,Not Rated,80.2,80.9,54.5,58.1,56.5,65,43.9,50.6,71.9,86.3,89.7,90.2,65.2,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,525,River Road/El Camino del Rio Elementary School,Joel Lavin,Grade(s) K-5,E,Lane,331,20.20%,239,92,--,85.60%,23,25,--,--,,,,,,,,,31%,77%,10%,1%,2%,51%,2%,4%,0,41%,5,Not Rated,90,10,2,Not Rated,39.2,33.9,52.4,44.4,28.2,14.8,44.9,35.3,47.5,54.8,63.4,57.5,66.5,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,526,Roosevelt Middle School,Chris Mitchell,Grade(s) 6-8,M,Lane,599,12.60%,,,,86.90%,9,25,,,33,24,36,24,34,26,31,27,<5%,29%,8%,6%,3%,11%,1%,11%,0,70%,13,Not Rated,90,10,,Not Rated,77.9,72.9,56.7,63.4,68.3,63.9,42.8,51.2,80.8,83.8,74,84.4,63.8,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,538,Sheldon High School,Bob Bolden,Grade(s) 9-12,H,Lane,1434,12.20%,,,,78.00%,--,--,,,29,24,25,24,28.5,26,32,27,<5%,28%,10%,5%,2%,11%,1%,9%,1%,71%,16,Not Rated,97,3,,Not Rated,88.9,82.3,70,77.5,55.4,58.5,34.2,45.1,76.6,75.7,68.8,70.6,60,68.5,91.1,83.5,88.8,89.3,89.5,72.4,76.6,85.4,87.6,73.8,86,89.3,85.3,89.1,93,81.6,91.8,1.6,2.5,1.9,1.1,4.3,1.2,72.2,58,53,51.7,59.4,66.5
2082,Eugene SD 4J,Gustavo Balderas,539,South Eugene High School,Andy Dey,Grade(s) 9-12,H,Lane,1398,9.90%,,,,78.40%,--,--,,,30,24,28,24,28,26,31,27,<5%,29%,8%,6%,2%,8%,1%,10%,0,74%,17,Not Rated,87,13,,Not Rated,91.7,86.7,70,78.3,70.3,78.7,34.2,44.9,89.2,86.5,87.6,83.3,60,67.6,93,83.5,89.4,90.7,91.2,79.4,76.1,87,90.8,73.8,87.5,93.8,92.4,91.6,94.4,81.6,92.7,0.4,1.2,0.9,1,4.3,0.9,82.5,62.5,51.7,45,59.4,68.3
2082,Eugene SD 4J,Gustavo Balderas,528,Spencer Butte Middle School,Tasha Katsuda,Grade(s) 6-8,M,Lane,449,12.00%,,,,81.70%,11.5,25,,,31,24,26,24,31.5,26,32,27,<5%,38%,15%,2%,2%,11%,1%,11%,0,73%,8,Not Rated,88,12,,Not Rated,81.5,71.3,56.7,62.6,75.2,71.3,42.8,49.8,79.9,83.4,84.4,71.7,63.8,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,529,Spring Creek Elementary School,Raquel Gwynn,Grade(s) K-5,E,Lane,315,14.30%,204,111,--,82.70%,26.5,25,--,--,,,,,,,,,<5%,63%,24%,<1%,1%,16%,2%,13%,1%,66%,4,Not Rated,95,5,2,Not Rated,45.5,47.3,52.4,51.1,30.1,36.3,44.9,44,81.5,87.2,69.4,62.7,66.5,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,530,Twin Oaks Elementary School,Lizette Rodgers,Grade(s) K-5,E,Lane,231,14.30%,156,75,--,88.40%,26,25,--,--,,,,,,,,,<5%,52%,10%,5%,0,11%,1%,10%,<1%,72%,5,Not Rated,97,3,,Not Rated,67.3,66.4,52.4,53.5,57,53.6,44.9,44.5,77.5,74.3,61.1,85.3,66.5,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,3229,Village School,Carla La Fleur,Grade(s) K-8,E,Lane,216,6.30%,86,52,78,77.30%,26,25,--,--,,,,,,,,,*,54%,13%,1%,0,5%,<1%,9%,0,84%,3,Not Rated,33,67,,Not Rated,43.3,54.4,54.5,63.1,53.8,49.5,43.9,57.8,69.2,80,79.5,79.6,65.2,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,534,Willagillespie Elementary School,David Jacobson,Grade(s) K-5,E,Lane,512,20.20%,338,174,--,83.90%,28.5,25,--,--,,,,,,,,,6%,53%,14%,5%,2%,10%,1%,9%,1%,72%,11,Not Rated,95,5,,Not Rated,58.7,64.4,52.4,47.3,56.4,60.8,44.9,39.2,80,82,79.3,80,66.5,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,Gustavo Balderas,1259,Yujin Gakuen Elementary School,Tom Piowaty,Grade(s) K-5,E,Lane,289,3.40%,223,66,--,87.50%,--,--,--,--,,,,,,,,,8%,42%,6%,8%,2%,12%,<1%,25%,2%,51%,10,Not Rated,94,6,,Not Rated,70.3,61.8,52.4,71.2,59.4,50.5,44.9,62.9,73.8,71.4,82.8,77.4,66.5,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,Falls City SD 57,Jack Thompson,1005,Falls City Elementary School,Art Houghtaling,Grade(s) K-8,E,Polk,107,28.00%,45,20,42,66.00%,21,25,--,--,,,,,,,,,*,***,22%,0,0,9%,0,4%,0,87%,1,Not Rated,94,6,,Not Rated,27.4,29.4,54.5,53.6,17.7,22.1,43.9,43.1,60,65,47.4,50,65.2,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,Falls City SD 57,Jack Thompson,1006,Falls City High School,Jack Thompson,Grade(s) 9-12,H,Polk,61,23.50%,,,,75.50%,--,--,,,12,24,9,24,11,26,13,27,*,***,25%,0,0,5%,2%,2%,0,92%,1,Not Rated,77,23,,Not Rated,64.3,55.6,70,78.2,23.1,33.3,34.2,37.9,*,28.6,64.3,77.8,60,59.5,55.6,83.5,80.7,18.2,42.9,47.6,20,50,50,73.8,75.8,72,76.2,50,60,81.6,83,4.2,5.4,11.5,4.4,4.3,4,26.7,46.2,50,50,59.4,52.2
2084,Fern Ridge SD 28J,Gary Carpenter,563,Elmira Elementary School,Michelle Marshall,Grade(s) K-5,E,Lane,250,16.00%,155,95,--,90.40%,21.5,25,1,25,,,,,,,,,<5%,56%,15%,0,1%,8%,2%,1%,0,88%,2,Not Rated,97,3,,Not Rated,45.9,50,52.4,52.5,45.3,42,44.9,42.9,66,72.1,73.6,69.2,66.5,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,Fern Ridge SD 28J,Gary Carpenter,567,Elmira High School,Gary Carpenter,Grade(s) 9-12,H,Lane,375,17.30%,,,,82.60%,--,--,,,21,24,17,24,20,26,20,27,*,43%,14%,1%,2%,5%,2%,2%,1%,89%,1,Not Rated,98,2,,Not Rated,83.3,91.3,70,72.9,42.4,62.1,34.2,34.9,66.7,64.9,54.1,70.2,60,64.1,77.4,83.5,81.4,80.8,86.7,77.6,70.6,79.6,89.8,73.8,75.9,86.9,93,86.2,91.3,81.6,84.1,1.7,1.8,2.5,1.8,4.3,3,56.8,57.1,53.8,57,59.4,55.7
2084,Fern Ridge SD 28J,Gary Carpenter,564,Fern Ridge Middle School,Peter Barsotti,Grade(s) 6-8,M,Lane,328,13.50%,,,,83.10%,--,--,,,24,24,24,24,28,26,24.5,27,<5%,45%,22%,1%,1%,5%,2%,2%,0,89%,1,Not Rated,96,4,,Not Rated,46.8,36.1,56.7,61.6,25.9,23.7,42.8,48.7,61.6,57.1,46.1,38.7,63.8,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,Fern Ridge SD 28J,Gary Carpenter,566,Veneta Elementary School,Olivia Johnson,Grade(s) K-5,E,Lane,327,15.40%,212,115,--,82.10%,22.5,25,--,--,,,,,,,,,<5%,51%,17%,0,1%,9%,4%,3%,0,83%,1,Not Rated,95,5,,Not Rated,34.7,48.1,52.4,53.2,25.3,43.8,44.9,44.6,71.9,70,73.1,66.7,66.5,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,Fern Ridge SD 28J,Gary Carpenter,4045,West Lane Technology Learning Center,Ron Osibov,Grade(s) 9-12,H,Lane,102,70.30%,,,,62.70%,--,--,,,4,24,91,24,39,26,1,27,*,53%,17%,0,2%,14%,3%,1%,4%,76%,1,Not Rated,100,0,,Not Rated,33.3,18.8,70,33.7,<5,18.8,34.2,5.2,21.4,66.7,11.1,12.5,60,31.6,*,83.5,49.6,*,33.3,8.9,30.8,14,23.8,73.8,24.1,48,32.7,51,32.8,81.6,52.7,56.6,37.5,45.5,54.6,4.3,76.9,12.5,36.4,44.4,31.3,59.4,25.7
2241,Forest Grove SD 15,Yvonne Curtis,1128,Cornelius Elementary School,Angella Graves,Grade(s) K-4,E,Washington,330,16.00%,245,85,--,95.00%,29,25,--,--,,,,,,,,,75%,***,14%,<1%,0,94%,0,0,0,6%,2,Not Rated,98,2,,Not Rated,20.7,26.4,49.8,26.7,21.3,22.3,46.5,22.1,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,Forest Grove SD 15,Yvonne Curtis,1129,Dilley Elementary School,Mariela Mireles,Grade(s) K-4,E,Washington,264,10.50%,208,56,--,88.50%,27,25,--,--,,,,,,,,,<5%,31%,19%,<1%,1%,15%,<1%,5%,<1%,78%,3,Not Rated,95,5,,Not Rated,55.8,52,49.8,65.5,54.9,59,46.5,56.5,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,Forest Grove SD 15,Yvonne Curtis,1130,Echo Shaw Elementary School,Perla Rodriguez,Grade(s) PK-5,E,Washington,390,15.80%,272,118,--,92.70%,27,25,--,--,,,,,,,,,63%,87%,12%,0,<1%,90%,1%,0,1%,8%,3,Not Rated,98,2,,Not Rated,33.9,41.9,52.4,28.7,39,35.5,44.9,23.1,*,*,*,42.9,66.5,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,Forest Grove SD 15,Yvonne Curtis,3986,Fern Hill Elementary School,Naomi Montelongo,Grade(s) K-4,E,Washington,347,22.50%,272,75,--,86.40%,24,25,--,--,,,,,,,,,53%,***,19%,0,1%,75%,1%,2%,<1%,21%,5,Not Rated,97,3,2,Not Rated,24.7,20.3,49.8,28.1,21.4,26.8,46.5,21.1,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,Forest Grove SD 15,Yvonne Curtis,4595,Forest Grove Community School,Vanessa Gray,Grade(s) 1-8,E,Washington,194,6.00%,67,50,77,91.70%,25,25,--,--,,,,,,,,,<5%,25%,19%,3%,2%,13%,0,11%,0,71%,4,Not Rated,90,10,,Not Rated,65.5,66.7,54.5,72.5,47.9,59.9,43.9,64.3,74,86,75.5,80,65.2,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,Forest Grove SD 15,Yvonne Curtis,1134,Forest Grove High School,Karen ONeill,Grade(s) 9-12,H,Washington,1877,13.40%,,,,73.60%,--,--,,,29,24,32,24,36,26,31,27,37%,57%,12%,1%,1%,49%,1%,3%,<1%,46%,18,Not Rated,97,3,,Not Rated,42.3,54,70,64.7,25.8,29.2,34.2,28.3,61.1,59.1,51.6,45.5,60,57.1,72,83.5,83.9,81.8,73,72.5,75.9,76.7,71.3,73.8,77.3,86,86.2,83,85,81.6,85,1.9,2,3.5,2.7,4.3,2.5,55.5,57.6,56.5,56.4,59.4,60.7
2241,Forest Grove SD 15,Yvonne Curtis,1132,Harvey Clarke Elementary School,Pete Moshinsky,Grade(s) K-4,E,Washington,510,11.60%,393,117,--,86.80%,26,25,--,--,,,,,,,,,8%,42%,15%,1%,1%,23%,<1%,6%,<1%,68%,6,Not Rated,95,5,,Not Rated,46.9,50.5,49.8,61.7,49,52.4,46.5,53.6,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,Forest Grove SD 15,Yvonne Curtis,1133,Joseph Gale Elementary School,Gretchen Schlag,Grade(s) K-4,E,Washington,490,18.40%,417,73,--,88.40%,26,25,--,--,,,,,,,,,21%,74%,17%,2%,<1%,43%,1%,4%,<1%,50%,6,Not Rated,95,5,2,Not Rated,31.9,39.2,49.8,48.6,36.5,39.2,46.5,40.9,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,Forest Grove SD 15,Yvonne Curtis,1126,Neil Armstrong Middle School,Brandon Hundley,Grade(s) 7-8,M,Washington,836,13.20%,,,,87.30%,--,--,,,28,24,31,24,36,26,30,27,42%,65%,15%,1%,<1%,55%,<1%,2%,<1%,41%,8,Not Rated,97,3,,Not Rated,47,49.9,58,50.1,31.9,32.6,44.3,36.6,44.9,36.7,40.6,49.2,63.8,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,Forest Grove SD 15,Yvonne Curtis,1127,Tom McCall Upper Elementary,Chandra Cooper,Grade(s) 5-6,E,Washington,803,10.20%,--,388,415,90.60%,33,25,--,--,,,,,,,,,41%,64%,17%,1%,1%,53%,<1%,4%,<1%,41%,8,Not Rated,97,3,,Not Rated,46.6,48.5,56,42.9,33.3,35.2,40.7,34.8,37.4,38.7,38.5,43.7,66.5,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,Fossil SD 21J,Brad Sperry,1205,Fossil Charter School,Brad Sperry,Grade(s) K-12,H,Wheeler,417,17.00%,,,,>95%,50,25,,,2,24,2.5,24,7,26,7,27,*,20%,8%,3%,3%,6%,<1%,5%,<1%,83%,2,Not Rated,98,2,,Not Rated,62.9,73.9,56.5,62,34.8,49.8,42.7,38.7,92.1,86.4,82.4,82.6,63.7,66.7,*,83.5,83.3,66.7,*,100,87.5,100,66.7,73.8,74.7,100,100,100,100,81.6,85,0,0,0,3.6,4.3,2.8,66.7,57.1,62.5,71.4,59.4,57.8
2020,Frenchglen SD 16,John Ross,351,Frenchglen Elementary School,Carolyn Koskela,Grade(s) K-8,E,Harney,16,23.50%,8,3,5,60.00%,8,25,--,--,,,,,,,,,*,81%,*,0,0,38%,0,6%,0,56%,2,Not Rated,69,31,,Not Rated,50,50,54.5,--,16.7,30,43.9,--,*,*,*,*,65.2,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Frenchglen SD 16,John Ross,4702,Silvies River Charter School,Eric Nichols,Grade(s) K-12,H,Harney,163,59.30%,,,,89.80%,3,25,,,2,24,2.5,24,2,26,2,27,*,44%,7%,0,0,4%,1%,10%,0,85%,2,Not Rated,69,31,,Not Rated,47.5,47.5,56.5,44.6,33.3,25.9,42.7,17.9,50,68.2,53.3,71.9,63.7,48.6,53.3,83.5,53,55.6,50,40.9,35,50,11.1,73.8,31.3,42.1,73.7,75,40,81.6,43.8,6.3,6.7,14.8,15,4.3,28.8,33.3,30.8,33.3,0,59.4,38.5
2245,Gaston SD 511J,Susy McKenzie,1194,Gaston Elementary School,Tim Larkin,Grade(s) K-6,E,Washington,265,14.20%,137,77,51,79.40%,21,25,--,--,,,,,,,,,5%,54%,17%,<1%,3%,13%,0,2%,<1%,82%,2,Not Rated,92,8,,Not Rated,45.8,38.8,52.8,54.6,42.4,32.2,43.7,47.8,77.5,67.5,60,81.6,66.5,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,Gaston SD 511J,Susy McKenzie,1195,Gaston Jr/Sr High School,Christine Collins,Grade(s) 7-12,H,Washington,291,10.70%,,,,75.40%,--,--,,,18.5,24,18,24,16.5,26,20,27,<5%,40%,15%,1%,1%,11%,1%,4%,<1%,82%,5,Not Rated,96,4,,Not Rated,48.3,61.6,61.7,61.9,23.8,32.9,41.2,38.4,66.7,64.8,75.6,79.2,62.1,66.1,81.1,83.5,78.1,71.1,71.8,65.9,82.9,71.8,67.4,73.8,78.6,82.1,89.5,94.1,81.1,81.6,87.3,1.3,3.7,0.6,3.5,4.3,2.1,73.3,57.6,67.7,72.4,59.4,54.8
2245,Gaston SD 511J,Susy McKenzie,5061,Oregon Virtual Education - West,Kerri Smith,Grade(s) 6-12,H,Washington,66,75.00%,,,,24.50%,--,--,,,19,24,25,24,8,26,1,27,*,12%,*,9%,0,12%,3%,3%,2%,71%,1,Not Rated,NA,NA,,Not Rated,*,88.9,59.8,37.3,*,11.1,40.9,13.6,*,50,66.7,*,62.1,41.8,>95,83.5,48.5,*,*,--,0,5.6,0,73.8,22.2,--,--,20,26.3,81.6,44.6,--,50,85.7,23.3,4.3,32.6,--,--,--,0,59.4,23.5
2137,Gervais SD 1,Matt Henry,776,Gervais Elementary School,Sylvia Valentine-Garcia,Grade(s) K-5,E,Marion,443,17.00%,284,159,--,75.70%,24,25,--,--,,,,,,,,,57%,***,10%,<1%,<1%,70%,2%,1%,0,26%,5,Not Rated,94,6,2,Not Rated,37,38.2,52.4,27.8,30.3,32.5,44.9,20.8,*,25.7,30,38.4,66.5,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,Gervais SD 1,Matt Henry,808,Gervais High School,Mike Solem,Grade(s) 9-12,H,Marion,337,13.40%,,,,71.10%,--,--,,,18,24,20.5,24,20.5,26,22.5,27,62%,***,17%,0,0,69%,1%,2%,0,29%,4,Not Rated,92,8,,Not Rated,64.5,50.8,70,61.3,23.4,20.3,34.2,24.2,41.4,48.2,58.6,42.2,60,36.9,77.5,83.5,76.7,93.2,70.4,92.6,93.2,95.6,97.7,73.8,72.7,94.7,97.5,98.7,100,81.6,78.5,0.3,0,0,0,4.3,4.2,56.5,42.9,45.2,36.9,59.4,56.4
2137,Gervais SD 1,Matt Henry,786,Gervais Middle School,Ann O'Connell,Grade(s) 6-8,M,Marion,219,17.90%,,,,85.10%,--,--,,,19.5,24,22,24,19,26,21,27,59%,***,15%,1%,0,65%,1%,6%,0,26%,5,Not Rated,93,7,,Not Rated,35.2,32,56.7,41.6,26.9,30.2,42.8,25.9,54.5,58.4,45.6,36.8,63.8,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,Gervais SD 1,Matt Henry,4024,Samuel Brown Academy,Mike Solem,Grade(s) 6-12,H,Marion,59,81.90%,,,,65.40%,--,--,,,5,24,15,24,--,--,17,27,44%,***,17%,2%,2%,63%,2%,2%,0,31%,3,Not Rated,92,8,3,Not Rated,15.4,*,59.8,45.5,<5,*,40.9,8.8,42.9,16.7,18.8,*,62.1,50,*,83.5,*,*,*,33.3,11.5,14.3,20,73.8,17.4,55.2,50,37.5,37,81.6,58.5,18.6,15.9,19.4,15.6,4.3,--,26.7,0,16.7,20,59.4,20.5
1931,Gladstone SD 115,Bob Stewart,4719,Gladstone Center for Children and Families,Carol Kemhus,Grade(s) PK-K,E,Clackamas,145,11.10%,145,--,--,79.30%,24,25,--,--,,,,,,,,,11%,52%,12%,1%,0,12%,1%,4%,1%,81%,7,Not Rated,87,13,,Not Rated,*,*,*,--,*,*,*,--,*,*,*,*,*,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,Gladstone SD 115,Bob Stewart,138,Gladstone High School,Kevin Taylor,Grade(s) 9-12,H,Clackamas,672,12.90%,,,,81.10%,--,--,,,29.5,24,22.5,24,32,26,31.5,27,10%,42%,13%,2%,2%,14%,1%,8%,<1%,73%,10,Not Rated,95,5,,Not Rated,76.5,68.2,70,75.6,45.2,19.9,34.2,33,82.2,>95,75.8,54,60,63.5,85.5,83.5,82,86.2,90.6,78.9,84,81.4,86.6,73.8,80.4,89.5,88.9,90.7,87.9,81.6,86.7,0.6,1.5,1,1.6,4.3,2.4,68.7,60,62,65.9,59.4,55.9
1931,Gladstone SD 115,Bob Stewart,136,John Wetten Elementary School,Wendy Wilson,Grade(s) 1-5,E,Clackamas,776,10.60%,489,287,--,87.60%,27,25,--,--,,,,,,,,,8%,51%,14%,1%,1%,16%,1%,8%,1%,73%,9,Not Rated,96,4,,Not Rated,50.9,60.4,52.4,64.2,41.6,49.8,44.9,58.4,64,61.5,56.2,66.2,66.5,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
