SCHLINSTID,SCHLYR,CNTYGEOGAREAID,DISTINSTID,STUDENRCNT,DISTSTUDENRCNT,CntyStudEnrCnt,FREELNCHCNT,DISTFREELNCHCNT,CntyFreeLnchCnt,REDLNCHCNT,DISTREDLNCHCNT,CntyRedLnchCnt,TOTELGBLAMT,DISTTOTELGBLAMT,CntyTotElgblAmt,FREEREDLNCHPCT,DISTFREEREDLNCHPCT,CntyFreeRedLnchPct,CNTYNM,DISTNM,SCHLNM,last column
3474,"7/1/2002",26,2148,,339,93954,,138,31856,,21,7692,0,159,39548,0,46.9,42.09,"MULTNOMAH","Multnomah ESD","ESD Program at Margaret Scott Elementary School",-
3475,"7/1/2001",26,2148,,331,94161,,133,30464,,16,7772,0,149,38236,0,45.02,40.61,"MULTNOMAH","Multnomah ESD","ESD Program at Rigler Elementary School",-
3478,"7/1/2001",26,2148,,331,94161,,133,30464,,16,7772,0,149,38236,0,45.02,40.61,"MULTNOMAH","Multnomah ESD","ESD Program at Vestal Elementary School",-
3479,"7/1/2001",15,2025,,,29406,,,8437,,,2741,0,,11178,0,,38.01,"JACKSON","Southern Oregon ESD","Brixner Junior High School STEPS",-
3479,"7/1/2002",15,2025,,,29515,,,8422,,,2791,0,,11213,0,,37.99,"JACKSON","Southern Oregon ESD","Brixner Junior High School STEPS",-
3479,"7/1/2003",15,2025,,,29253,,,9366,,,2515,0,,11881,0,,40.61,"JACKSON","Southern Oregon ESD","Brixner Junior High School STEPS",-
3479,"7/1/2004",15,2025,,,28950,,,9477,,,2503,0,,11980,0,,41.38,"JACKSON","Southern Oregon ESD","Brixner Junior High School STEPS",-
3480,"7/1/2001",15,2025,,,29406,,,8437,,,2741,0,,11178,0,,38.01,"JACKSON","Southern Oregon ESD","Joseph Conger Elementary School STEPS",-
3481,"7/1/2001",15,2025,,,29406,,,8437,,,2741,0,,11178,0,,38.01,"JACKSON","Southern Oregon ESD","Glenn D Hale Elementary School STEPS",-
3481,"7/1/2002",15,2025,,,29515,,,8422,,,2791,0,,11213,0,,37.99,"JACKSON","Southern Oregon ESD","Glenn D Hale Elementary School STEPS",-
3481,"7/1/2003",15,2025,,,29253,,,9366,,,2515,0,,11881,0,,40.61,"JACKSON","Southern Oregon ESD","Glenn D Hale Elementary School STEPS",-
3481,"7/1/2004",15,2025,,,28950,,,9477,,,2503,0,,11980,0,,41.38,"JACKSON","Southern Oregon ESD","Glenn D Hale Elementary School STEPS",-
3482,"7/1/2001",15,2025,,,29406,,,8437,,,2741,0,,11178,0,,38.01,"JACKSON","Southern Oregon ESD","Henley High School STEPS",-
2773,"7/1/2002",26,2182,,10332,93954,,4142,31856,,999,7692,0,5141,39548,0,49.76,42.09,"MULTNOMAH","Reynolds SD 7","Wynne Watts Day and Residential",-
2773,"7/1/2003",26,2182,,10447,91356,,4759,32790,,960,7721,0,5719,40511,0,54.74,44.34,"MULTNOMAH","Reynolds SD 7","Wynne Watts Day and Residential",-
2774,"7/1/2001",26,2180,33,52881,94161,,17631,30464,,4170,7772,0,21801,38236,0,41.23,40.61,"MULTNOMAH","Portland SD 1J","Y.E.I. Teen Parent                                     ",-
2774,"7/1/2002",26,2180,33,51633,93954,,17400,31856,,3865,7692,0,21265,39548,0,41.18,42.09,"MULTNOMAH","Portland SD 1J","Y.E.I. Teen Parent                                     ",-
2774,"7/1/2003",26,2180,41,48326,91356,,16343,32790,,3638,7721,0,19981,40511,0,41.35,44.34,"MULTNOMAH","Portland SD 1J","Y.E.I. Teen Parent                                     ",-
2774,"7/1/2004",26,2180,26,47656,91121,,18034,37069,,3468,7911,1,21502,44980,,45.12,49.36,"MULTNOMAH","Portland SD 1J","Y.E.I. Teen Parent                                     ",-
2776,"7/1/2001",26,2180,7,52881,94161,,17631,30464,,4170,7772,0,21801,38236,0,41.23,40.61,"MULTNOMAH","Portland SD 1J","Gately Day Treatment                                   ",-
2776,"7/1/2002",26,2180,4,51633,93954,,17400,31856,,3865,7692,0,21265,39548,0,41.18,42.09,"MULTNOMAH","Portland SD 1J","Gately Day Treatment                                   ",-
2776,"7/1/2003",26,2180,,48326,91356,,16343,32790,,3638,7721,0,19981,40511,0,41.35,44.34,"MULTNOMAH","Portland SD 1J","Gately Day Treatment                                   ",-
2781,"7/1/1999",34,2243,546,32588,71141,22,3976,10938,20,1700,4215,42,5676,15153,7.69,17.42,21.3,"WASHINGTON","Beaverton SD 48J","Scholls Heights Elementary School",-
2781,"7/1/2000",34,2243,633,33600,73195,24,4455,11682,36,1838,4204,60,6293,15886,9.48,18.73,21.7,"WASHINGTON","Beaverton SD 48J","Scholls Heights Elementary School",-
2781,"7/1/2001",34,2243,677,34699,75534,26,5636,14182,28,1974,4517,54,7610,18699,7.98,21.93,24.76,"WASHINGTON","Beaverton SD 48J","Scholls Heights Elementary School",-
2781,"7/1/2002",34,2243,716,35320,77061,28,6265,15514,31,2318,5048,59,8583,20562,8.24,24.3,26.68,"WASHINGTON","Beaverton SD 48J","Scholls Heights Elementary School",-
2781,"7/1/2003",34,2243,693,35333,77129,27,7386,17882,31,2500,5348,58,9886,23230,8.37,27.98,30.12,"WASHINGTON","Beaverton SD 48J","Scholls Heights Elementary School",-
2781,"7/1/2004",34,2243,748,35986,78862,48,7308,18620,39,2347,5069,87,9655,23689,11.63,26.83,30.04,"WASHINGTON","Beaverton SD 48J","Scholls Heights Elementary School",-
1111,"7/1/2008",34,2239,317,20542,83118,31,6539,23377,17,1793,5780,48,8332,29157,15.14,40.56,35.08,"Washington","Hillsboro SD 1J","West Union Elementary School",-
1112,"7/1/2008",34,2239,448,20542,83118,148,6539,23377,51,1793,5780,199,8332,29157,44.42,40.56,35.08,"Washington","Hillsboro SD 1J","Brookwood Elementary School",-
1114,"7/1/2008",34,2239,504,20542,83118,248,6539,23377,51,1793,5780,299,8332,29157,59.33,40.56,35.08,"Washington","Hillsboro SD 1J","W Verne McKinney Elementary School",-
1115,"7/1/2008",34,2239,467,20542,83118,209,6539,23377,56,1793,5780,265,8332,29157,56.75,40.56,35.08,"Washington","Hillsboro SD 1J","Eastwood Elementary School",-
2782,"7/1/1999",34,2243,734,32588,71141,30,3976,10938,18,1700,4215,48,5676,15153,6.54,17.42,21.3,"WASHINGTON","Beaverton SD 48J","Stoller Middle School",-
2782,"7/1/2000",34,2243,872,33600,73195,36,4455,11682,21,1838,4204,57,6293,15886,6.54,18.73,21.7,"WASHINGTON","Beaverton SD 48J","Stoller Middle School",-
2782,"7/1/2001",34,2243,944,34699,75534,40,5636,14182,20,1974,4517,60,7610,18699,6.36,21.93,24.76,"WASHINGTON","Beaverton SD 48J","Stoller Middle School",-
2782,"7/1/2002",34,2243,1023,35320,77061,69,6265,15514,29,2318,5048,98,8583,20562,9.58,24.3,26.68,"WASHINGTON","Beaverton SD 48J","Stoller Middle School",-
2782,"7/1/2003",34,2243,1058,35333,77129,81,7386,17882,34,2500,5348,115,9886,23230,10.87,27.98,30.12,"WASHINGTON","Beaverton SD 48J","Stoller Middle School",-
2782,"7/1/2004",34,2243,1086,35986,78862,75,7308,18620,34,2347,5069,109,9655,23689,10.04,26.83,30.04,"WASHINGTON","Beaverton SD 48J","Stoller Middle School",-
1116,"7/1/2008",34,2239,446,20542,83118,175,6539,23377,48,1793,5780,223,8332,29157,50,40.56,35.08,"Washington","Hillsboro SD 1J","Minter Bridge Elementary School",-
1117,"7/1/2008",34,2239,508,20542,83118,293,6539,23377,53,1793,5780,346,8332,29157,68.11,40.56,35.08,"Washington","Hillsboro SD 1J","Mooberry Elementary School",-
1119,"7/1/2008",34,2239,628,20542,83118,452,6539,23377,58,1793,5780,510,8332,29157,81.21,40.56,35.08,"Washington","Hillsboro SD 1J","W L Henry Elementary School",-
1120,"7/1/2008",34,2240,587,1220,83118,106,206,23377,21,41,5780,127,247,29157,21.64,20.25,35.08,"Washington","Banks SD 13","Banks Elementary School",-
1123,"7/1/2008",34,2240,205,1220,83118,30,206,23377,8,41,5780,38,247,29157,18.54,20.25,35.08,"Washington","Banks SD 13","Banks Junior High School",-
1124,"7/1/2008",34,2240,428,1220,83118,70,206,23377,12,41,5780,82,247,29157,19.16,20.25,35.08,"Washington","Banks SD 13","Banks High School",-
2783,"7/1/1999",34,2243,1253,32588,71141,39,3976,10938,30,1700,4215,69,5676,15153,5.51,17.42,21.3,"WASHINGTON","Beaverton SD 48J","Southridge High School",-
2783,"7/1/2000",34,2243,1708,33600,73195,63,4455,11682,39,1838,4204,102,6293,15886,5.97,18.73,21.7,"WASHINGTON","Beaverton SD 48J","Southridge High School",-
2783,"7/1/2001",34,2243,1835,34699,75534,94,5636,14182,73,1974,4517,167,7610,18699,9.1,21.93,24.76,"WASHINGTON","Beaverton SD 48J","Southridge High School",-
2783,"7/1/2002",34,2243,1949,35320,77061,136,6265,15514,60,2318,5048,196,8583,20562,10.06,24.3,26.68,"WASHINGTON","Beaverton SD 48J","Southridge High School",-
2783,"7/1/2003",34,2243,1957,35333,77129,169,7386,17882,82,2500,5348,251,9886,23230,12.83,27.98,30.12,"WASHINGTON","Beaverton SD 48J","Southridge High School",-
2783,"7/1/2004",34,2243,1995,35986,78862,170,7308,18620,76,2347,5069,246,9655,23689,12.33,26.83,30.04,"WASHINGTON","Beaverton SD 48J","Southridge High School",-
1126,"7/1/2008",34,2241,891,6175,83118,409,2870,23377,94,510,5780,503,3380,29157,56.45,54.74,35.08,"Washington","Forest Grove SD 15","Neil Armstrong Middle School",-
1127,"7/1/2008",34,2241,838,6175,83118,449,2870,23377,77,510,5780,526,3380,29157,62.77,54.74,35.08,"Washington","Forest Grove SD 15","Tom McCall Upper Elementary",-
1128,"7/1/2008",34,2241,389,6175,83118,309,2870,23377,34,510,5780,343,3380,29157,88.17,54.74,35.08,"Washington","Forest Grove SD 15","Cornelius Elementary School",-
1129,"7/1/2008",34,2241,215,6175,83118,47,2870,23377,,510,5780,52,3380,29157,,54.74,35.08,"Washington","Forest Grove SD 15","Dilley Elementary School",-
2784,"7/1/1999",36,2256,543,5383,15432,178,1298,3503,68,519,1528,246,1817,5031,45.3,33.75,32.6,"YAMHILL","McMinnville SD 40","Grandhaven Elementary School",-
2784,"7/1/2000",36,2256,565,5505,15473,202,1458,3554,85,536,1585,287,1994,5139,50.8,36.22,33.21,"YAMHILL","McMinnville SD 40","Grandhaven Elementary School",-
2784,"7/1/2001",36,2256,533,5576,15707,202,1765,4353,52,507,1446,254,2272,5799,47.65,40.75,36.92,"YAMHILL","McMinnville SD 40","Grandhaven Elementary School",-
2784,"7/1/2002",36,2256,564,5706,15770,233,1921,4618,61,498,1447,294,2419,6065,52.13,42.39,38.46,"YAMHILL","McMinnville SD 40","Grandhaven Elementary School",-
2784,"7/1/2003",36,2256,572,5741,15939,276,2081,5100,63,506,1414,339,2587,6514,59.27,45.06,40.87,"YAMHILL","McMinnville SD 40","Grandhaven Elementary School",-
2784,"7/1/2004",36,2256,583,5844,15878,259,2088,5083,73,525,1437,332,2613,6520,56.95,44.71,41.06,"YAMHILL","McMinnville SD 40","Grandhaven Elementary School",-
422,"7/1/2007",15,2048,866,12383,28866,354,4255,9652,89,1018,2456,443,5273,12108,51.15,42.58,41.95,"Jackson","Medford SD 549C","McLoughlin Middle School",-
423,"7/1/2007",15,2048,1920,12383,28866,495,4255,9652,135,1018,2456,630,5273,12108,32.81,42.58,41.95,"Jackson","Medford SD 549C","South Medford High School",-
424,"7/1/2007",15,2048,1890,12383,28866,426,4255,9652,97,1018,2456,523,5273,12108,27.67,42.58,41.95,"Jackson","Medford SD 549C","North Medford High School",-
425,"7/1/2007",16,2050,325,718,3787,145,303,2326,51,100,395,196,403,2721,60.31,56.13,71.85,"Jefferson","Culver SD 4","Culver Elementary School",-
426,"7/1/2007",16,2050,231,718,3787,84,303,2326,22,100,395,106,403,2721,45.89,56.13,71.85,"Jefferson","Culver SD 4","Culver High School",-
2787,"7/1/1999",3,1922,667,7385,54412,32,368,7579,11,148,3301,43,516,10880,6.45,6.99,20,"CLACKAMAS","West Linn-Wilsonville SD 3J","Rosemont Ridge Middle School",-
2787,"7/1/2000",3,1922,720,7406,54691,25,349,7778,14,158,3285,39,507,11063,5.42,6.85,20.23,"CLACKAMAS","West Linn-Wilsonville SD 3J","Rosemont Ridge Middle School",-
2787,"7/1/2001",3,1922,675,7714,55502,29,437,8404,9,146,3246,38,583,11650,5.63,7.56,20.99,"CLACKAMAS","West Linn-Wilsonville SD 3J","Rosemont Ridge Middle School",-
2787,"7/1/2002",3,1922,720,7821,56202,33,381,9498,12,146,3416,45,527,12914,6.25,6.74,22.98,"CLACKAMAS","West Linn-Wilsonville SD 3J","Rosemont Ridge Middle School",-
2787,"7/1/2003",3,1922,685,7934,56662,33,599,10863,23,232,3801,56,831,14664,8.18,10.47,25.88,"CLACKAMAS","West Linn-Wilsonville SD 3J","Rosemont Ridge Middle School",-
2787,"7/1/2004",3,1922,688,8086,57157,50,683,11461,16,238,4007,66,921,15468,9.59,11.39,27.06,"CLACKAMAS","West Linn-Wilsonville SD 3J","Rosemont Ridge Middle School",-
2791,"7/1/1999",34,2241,74,5191,71141,,1194,10938,,302,4215,0,1496,15153,0,28.82,21.3,"WASHINGTON","Forest Grove SD 15","ELLEN STEVENS COMMUNITY ACADAMY",-
2791,"7/1/2000",34,2241,55,5306,73195,,1579,11682,,411,4204,0,1990,15886,0,37.5,21.7,"WASHINGTON","Forest Grove SD 15","ELLEN STEVENS COMMUNITY ACADAMY",-
2791,"7/1/2001",34,2241,105,5598,75534,,1956,14182,,517,4517,0,2473,18699,0,44.18,24.76,"WASHINGTON","Forest Grove SD 15","Ellen Stevens Community Academy",-
427,"7/1/2007",16,2051,2,2,3787,,,2326,,,395,0,0,2721,,,71.85,"Jefferson","Ashwood SD 8","Ashwood Elementary School",-
2791,"7/1/2002",34,2241,79,5773,77061,,2275,15514,,594,5048,0,2869,20562,0,49.7,26.68,"WASHINGTON","Forest Grove SD 15","Ellen Stevens Community Academy",-
2791,"7/1/2003",34,2241,93,5798,77129,,2579,17882,,533,5348,0,3112,23230,0,53.67,30.12,"WASHINGTON","Forest Grove SD 15","ELLEN STEVENS COMMUNITY ACADAMY",-
2791,"7/1/2004",34,2241,103,5894,78862,,2384,18620,,466,5069,0,2850,23689,0,48.35,30.04,"WASHINGTON","Forest Grove SD 15","Ellen Stevens Community Academy",-
2826,"7/1/2000",38,3476,,,716,,,,,,,0,,,0,,,"State of Oregon","ODE JDEP District","Young's Bay Juvenile",-
2826,"7/1/2001",38,3476,,,1289,,,47,,,,0,,,0,,,"State of Oregon","ODE JDEP District","Young's Bay Juvenile",-
2826,"7/1/2002",38,3476,,,1275,,,25,,,21,0,,46,0,,3.61,"State of Oregon","ODE JDEP District","Young's Bay Juvenile",-
2826,"7/1/2003",38,3476,17,284,1563,,,,,,,0,,,0,,,"State of Oregon","ODE JDEP District","Young's Bay Juvenile",-
2826,"7/1/2004",38,3476,4,207,1330,,,96,,,22,0,,118,0,,8.87,"State of Oregon","ODE JDEP District","Young's Bay Juvenile",-
2828,"7/1/2000",38,3476,,,716,,,,,,,0,,,0,,,"State of Oregon","ODE JDEP District","Coos County Juvenile",-
2828,"7/1/2001",38,3476,,,1289,,,47,,,,0,,,0,,,"State of Oregon","ODE JDEP District","Coos County Juvenile",-
2828,"7/1/2002",38,3476,,,1275,,,25,,,21,0,,46,0,,3.61,"State of Oregon","ODE JDEP District","Coos County Juvenile",-
2828,"7/1/2003",38,3476,13,284,1563,,,,,,,0,,,0,,,"State of Oregon","ODE JDEP District","Coos County Juvenile",-
2828,"7/1/2004",38,3476,5,207,1330,,,96,,,22,0,,118,0,,8.87,"State of Oregon","ODE JDEP District","Coos County Juvenile",-
2831,"7/1/2000",38,3476,,,716,,,,,,,0,,,0,,,"State of Oregon","ODE JDEP District","Deschutes County Juvenile Detention Center",-
2831,"7/1/2001",38,3476,,,1289,,,47,,,,0,,,0,,,"State of Oregon","ODE JDEP District","Deschutes County Juvenile Detention Center",-
2831,"7/1/2002",38,3476,,,1275,,,25,,,21,0,,46,0,,3.61,"State of Oregon","ODE JDEP District","Deschutes County Juvenile Detention Center",-
2831,"7/1/2003",38,3476,30,284,1563,,,,,,,0,,,0,,,"State of Oregon","ODE JDEP District","Deschutes County Juvenile Detention Center",-
2831,"7/1/2004",38,3476,21,207,1330,,,96,,,22,0,,118,0,,8.87,"State of Oregon","ODE JDEP District","Deschutes County Juvenile Detention Center",-
428,"7/1/2007",16,2052,24,24,3787,,,2326,,,395,0,0,2721,,,71.85,"Jefferson","Black Butte SD 41","Black Butte Elementary School",-
429,"7/1/2007",16,2053,292,3043,3787,180,2023,2326,29,295,395,209,2318,2721,71.58,76.17,71.85,"Jefferson","Jefferson County SD 509J","Buff Elementary School",-
2832,"7/1/2001",38,3476,,,1289,,,47,,,,0,,,0,,,"State of Oregon","ODE JDEP District","Douglas County Juvenile",-
2832,"7/1/2002",38,3476,,,1275,,,25,,,21,0,,46,0,,3.61,"State of Oregon","ODE JDEP District","Douglas County Juvenile",-
2832,"7/1/2003",38,3476,19,284,1563,,,,,,,0,,,0,,,"State of Oregon","ODE JDEP District","Douglas County Juvenile",-
2832,"7/1/2004",38,3476,20,207,1330,,,96,,,22,0,,118,0,,8.87,"State of Oregon","ODE JDEP District","Mt Nebo Alt Ed",-
430,"7/1/2007",16,2053,301,3043,3787,188,2023,2326,32,295,395,220,2318,2721,73.09,76.17,71.85,"Jefferson","Jefferson County SD 509J","Madras Elementary School",-
431,"7/1/2007",16,2053,225,3043,3787,156,2023,2326,21,295,395,177,2318,2721,78.67,76.17,71.85,"Jefferson","Jefferson County SD 509J","Metolius Elementary School",-
432,"7/1/2007",16,2053,442,3043,3787,362,2023,2326,24,295,395,386,2318,2721,87.33,76.17,71.85,"Jefferson","Jefferson County SD 509J","Warm Springs Elementary School",-
434,"7/1/2007",16,2053,901,3043,3787,551,2023,2326,88,295,395,639,2318,2721,70.92,76.17,71.85,"Jefferson","Jefferson County SD 509J","Madras High School",-
3260,"7/1/2003",3,1902,,80,56662,,,10863,,,3801,0,,14664,0,,25.88,"CLACKAMAS","Clackamas ESD","Eagle Creek Primary--LEEP",-
3260,"7/1/2004",3,1902,,79,57157,,,11461,,,4007,0,,15468,0,,27.06,"CLACKAMAS","Clackamas ESD","Eagle Creek Primary--LEEP",-
3262,"7/1/2000",3,1902,,107,54691,,,7778,,,3285,0,,11063,0,,20.23,"CLACKAMAS","Clackamas ESD","ESD Program at Stafford Primary",-
3262,"7/1/2001",3,1902,,106,55502,,,8404,,,3246,0,,11650,0,,20.99,"CLACKAMAS","Clackamas ESD","ESD Program at Stafford Primary",-
3262,"7/1/2002",3,1902,,114,56202,,,9498,,,3416,0,,12914,0,,22.98,"CLACKAMAS","Clackamas ESD","ESD Program at Stafford Primary",-
3262,"7/1/2003",3,1902,,80,56662,,,10863,,,3801,0,,14664,0,,25.88,"CLACKAMAS","Clackamas ESD","ESD Program at Stafford Primary",-
3262,"7/1/2004",3,1902,,79,57157,,,11461,,,4007,0,,15468,0,,27.06,"CLACKAMAS","Clackamas ESD","ESD Program at Stafford Primary",-
3263,"7/1/2000",3,1902,,107,54691,,,7778,,,3285,0,,11063,0,,20.23,"CLACKAMAS","Clackamas ESD","Sunrise Program",-
3263,"7/1/2001",3,1902,,106,55502,,,8404,,,3246,0,,11650,0,,20.99,"CLACKAMAS","Clackamas ESD","Sunrise Program",-
3263,"7/1/2002",3,1902,,114,56202,,,9498,,,3416,0,,12914,0,,22.98,"CLACKAMAS","Clackamas ESD","Sunrise Program",-
3263,"7/1/2003",3,1902,,80,56662,,,10863,,,3801,0,,14664,0,,25.88,"CLACKAMAS","Clackamas ESD","Sunrise Program",-
3263,"7/1/2004",3,1902,,79,57157,,,11461,,,4007,0,,15468,0,,27.06,"CLACKAMAS","Clackamas ESD","Sunrise Program",-
3264,"7/1/2000",3,1902,,107,54691,,,7778,,,3285,0,,11063,0,,20.23,"CLACKAMAS","Clackamas ESD","ESD Program at Ogden Jr High",-
3264,"7/1/2001",3,1902,,106,55502,,,8404,,,3246,0,,11650,0,,20.99,"CLACKAMAS","Clackamas ESD","ESD Program at Ogden Jr High",-
3264,"7/1/2002",3,1902,,114,56202,,,9498,,,3416,0,,12914,0,,22.98,"CLACKAMAS","Clackamas ESD","ESD Program at Ogden Jr High",-
3264,"7/1/2003",3,1902,,80,56662,,,10863,,,3801,0,,14664,0,,25.88,"CLACKAMAS","Clackamas ESD","ESD Program at Ogden Jr High",-
3264,"7/1/2004",3,1902,,79,57157,,,11461,,,4007,0,,15468,0,,27.06,"CLACKAMAS","Clackamas ESD","ESD Program at Ogden Jr High",-
435,"7/1/2007",17,2054,428,5830,11244,143,2242,4557,52,633,1286,195,2875,5843,45.56,49.31,51.97,"Josephine","Grants Pass SD 7","Allen Dale Elementary School",-
436,"7/1/2007",17,2054,413,5830,11244,141,2242,4557,51,633,1286,192,2875,5843,46.49,49.31,51.97,"Josephine","Grants Pass SD 7","Highland Elementary School",-
3265,"7/1/2000",3,1902,,107,54691,,,7778,,,3285,0,,11063,0,,20.23,"CLACKAMAS","Clackamas ESD","Gladstone High Program",-
3265,"7/1/2001",3,1902,,106,55502,,,8404,,,3246,0,,11650,0,,20.99,"CLACKAMAS","Clackamas ESD","Gladstone High Program",-
3265,"7/1/2002",3,1902,,114,56202,,,9498,,,3416,0,,12914,0,,22.98,"CLACKAMAS","Clackamas ESD","Gladstone High Program",-
3265,"7/1/2003",3,1902,,80,56662,,,10863,,,3801,0,,14664,0,,25.88,"CLACKAMAS","Clackamas ESD","Gladstone High Program",-
3265,"7/1/2004",3,1902,,79,57157,,,11461,,,4007,0,,15468,0,,27.06,"CLACKAMAS","Clackamas ESD","Gladstone High Program",-
437,"7/1/2007",17,2054,404,5830,11244,198,2242,4557,45,633,1286,243,2875,5843,60.15,49.31,51.97,"Josephine","Grants Pass SD 7","Lincoln Elementary School",-
438,"7/1/2007",17,2054,703,5830,11244,273,2242,4557,81,633,1286,354,2875,5843,50.36,49.31,51.97,"Josephine","Grants Pass SD 7","North Middle School",-
3267,"7/1/2000",3,1902,,107,54691,,,7778,,,3285,0,,11063,0,,20.23,"CLACKAMAS","Clackamas ESD","Oregon City High Program",-
3267,"7/1/2001",3,1902,,106,55502,,,8404,,,3246,0,,11650,0,,20.99,"CLACKAMAS","Clackamas ESD","Oregon City High Program",-
3267,"7/1/2002",3,1902,,114,56202,,,9498,,,3416,0,,12914,0,,22.98,"CLACKAMAS","Clackamas ESD","Oregon City High Program",-
3267,"7/1/2003",3,1902,,80,56662,,,10863,,,3801,0,,14664,0,,25.88,"CLACKAMAS","Clackamas ESD","Oregon City High Program",-
3267,"7/1/2004",3,1902,,79,57157,,,11461,,,4007,0,,15468,0,,27.06,"CLACKAMAS","Clackamas ESD","Oregon City High Program",-
3268,"7/1/2000",33,2223,,13,3678,,,1212,,,337,0,,1549,0,,42.12,"WASCO","Columbia Gorge ESD","Post Secondary High Needs Program",-
3268,"7/1/2001",33,2223,,18,3643,,,1305,,,326,0,,1631,0,,44.77,"WASCO","Columbia Gorge ESD","Post Secondary High Needs Program",-
3268,"7/1/2002",33,2223,,13,3536,,,1382,,,332,0,,1714,0,,48.47,"WASCO","Columbia Gorge ESD","Post Secondary High Needs Program",-
3268,"7/1/2003",33,2223,10,19,3477,,,1572,,,358,0,,1930,0,,55.51,"WASCO","Columbia Gorge ESD","Post Secondary High Needs Program",-
3268,"7/1/2004",33,2223,6,19,3463,,,1667,,,356,0,,2023,0,,58.42,"WASCO","Columbia Gorge ESD","Post Secondary High Needs Program",-
3269,"7/1/2001",3,1924,,15274,55502,,2884,8404,,1003,3246,0,3887,11650,0,25.45,20.99,"CLACKAMAS","North Clackamas SD 12","North Clackamas Program at Clackamas Community College",-
3269,"7/1/2002",3,1924,,15777,56202,,3358,9498,,1109,3416,0,4467,12914,0,28.31,22.98,"CLACKAMAS","North Clackamas SD 12","North Clackamas Program at Clackamas Community College",-
3269,"7/1/2003",3,1924,,16170,56662,,3757,10863,,1186,3801,0,4943,14664,0,30.57,25.88,"CLACKAMAS","North Clackamas SD 12","North Clackamas Program at Clackamas Community College",-
3269,"7/1/2004",3,1924,,16546,57157,,4066,11461,,1285,4007,0,5351,15468,0,32.34,27.06,"CLACKAMAS","North Clackamas SD 12","North Clackamas Program at Clackamas Community College",-
3270,"7/1/2000",34,2230,,97,73195,,,11682,,,4204,0,,15886,0,,21.7,"WASHINGTON","Northwest Regional ESD","Clatskanie Elem Program",-
3270,"7/1/2001",34,2230,,104,75534,,,14182,,,4517,0,,18699,0,,24.76,"WASHINGTON","Northwest Regional ESD","Clatskanie Elem Program",-
3270,"7/1/2002",34,2230,,103,77061,,,15514,,,5048,0,,20562,0,,26.68,"WASHINGTON","Northwest Regional ESD","Clatskanie Elem Program",-
3270,"7/1/2003",34,2230,,,77129,,,17882,,,5348,0,,23230,0,,30.12,"WASHINGTON","Northwest Regional ESD","Clatskanie Elem Program",-
3270,"7/1/2004",34,2230,,126,78862,,,18620,,,5069,0,,23689,0,,30.04,"WASHINGTON","Northwest Regional ESD","Clatskanie Elem Program",-
3272,"7/1/2000",6,1949,,,9404,,,3134,,,975,0,,4109,0,,43.69,"COOS","South Coast ESD","Kalmiopsis Program",-
3272,"7/1/2001",6,1949,,,9122,,,3337,,,923,0,,4260,0,,46.7,"COOS","South Coast ESD","Kalmiopsis Program",-
3272,"7/1/2002",6,1949,,,8903,,,3298,,,830,0,,4128,0,,46.37,"COOS","South Coast ESD","Kalmiopsis Program",-
3482,"7/1/2002",15,2025,,,29515,,,8422,,,2791,0,,11213,0,,37.99,"JACKSON","Southern Oregon ESD","Henley High School STEPS",-
3482,"7/1/2003",15,2025,,,29253,,,9366,,,2515,0,,11881,0,,40.61,"JACKSON","Southern Oregon ESD","Henley High School STEPS",-
3482,"7/1/2004",15,2025,,,28950,,,9477,,,2503,0,,11980,0,,41.38,"JACKSON","Southern Oregon ESD","Henley High School STEPS",-
3483,"7/1/2001",15,2025,,,29406,,,8437,,,2741,0,,11178,0,,38.01,"JACKSON","Southern Oregon ESD","Hoover Elementary School STEPS",-
3483,"7/1/2002",15,2025,,,29515,,,8422,,,2791,0,,11213,0,,37.99,"JACKSON","Southern Oregon ESD","Hoover Elementary School STEPS",-
3483,"7/1/2003",15,2025,,,29253,,,9366,,,2515,0,,11881,0,,40.61,"JACKSON","Southern Oregon ESD","Hoover Elementary School STEPS",-
3483,"7/1/2004",15,2025,,,28950,,,9477,,,2503,0,,11980,0,,41.38,"JACKSON","Southern Oregon ESD","Hoover Elementary ABA",-
3484,"7/1/2001",15,2025,,,29406,,,8437,,,2741,0,,11178,0,,38.01,"JACKSON","Southern Oregon ESD","Mazama High School STEPS",-
3485,"7/1/2001",15,2025,,,29406,,,8437,,,2741,0,,11178,0,,38.01,"JACKSON","Southern Oregon ESD","Stearns Elementary School STEPS 1",-
3485,"7/1/2002",15,2025,,,29515,,,8422,,,2791,0,,11213,0,,37.99,"JACKSON","Southern Oregon ESD","Stearns Elementary School STEPS 1",-
3485,"7/1/2003",15,2025,,,29253,,,9366,,,2515,0,,11881,0,,40.61,"JACKSON","Southern Oregon ESD","Stearns Elementary School STEPS 1",-
3485,"7/1/2004",15,2025,,,28950,,,9477,,,2503,0,,11980,0,,41.38,"JACKSON","Southern Oregon ESD","Stearns Elementary School STEPS 1",-
3486,"7/1/2001",15,2025,,,29406,,,8437,,,2741,0,,11178,0,,38.01,"JACKSON","Southern Oregon ESD","Stearns Elementary School STEPS 2",-
3486,"7/1/2002",15,2025,,,29515,,,8422,,,2791,0,,11213,0,,37.99,"JACKSON","Southern Oregon ESD","Stearns Elementary School STEPS 2",-
