SCHLINSTID,SCHLYR,CNTYGEOGAREAID,DISTINSTID,STUDENRCNT,DISTSTUDENRCNT,CntyStudEnrCnt,FREELNCHCNT,DISTFREELNCHCNT,CntyFreeLnchCnt,REDLNCHCNT,DISTREDLNCHCNT,CntyRedLnchCnt,TOTELGBLAMT,DISTTOTELGBLAMT,CntyTotElgblAmt,FREEREDLNCHPCT,DISTFREEREDLNCHPCT,CntyFreeRedLnchPct,CNTYNM,DISTNM,SCHLNM,last column
3587,"7/1/2004",34,2243,79,35986,78862,7,7308,18620,,2347,5069,7,9655,23689,,26.83,30.04,"WASHINGTON","Beaverton SD 48J","Merlo Station Night School",-
4024,"7/1/2003",24,2137,19,1107,55747,,738,22396,,128,4649,14,866,27045,,78.23,48.51,"MARION","Gervais SD 1","Douglas Avenue Charter School",-
4024,"7/1/2004",24,2137,13,1087,55874,,774,22540,,133,4773,0,907,27313,0,83.44,48.88,"MARION","Gervais SD 1","Douglas Avenue Charter School",-
4025,"7/1/2003",6,1964,134,1022,8765,50,383,3428,26,137,816,76,520,4244,56.72,50.88,48.42,"COOS","Coquille SD 8","Coquille Valley Intermediate School",-
4025,"7/1/2004",6,1964,153,1026,8738,64,376,3662,27,138,849,91,514,4511,59.48,50.1,51.63,"COOS","Coquille SD 8","Coquille Valley Intermediate School",-
4027,"7/1/2002",20,2088,,5507,48176,,1775,14057,,580,3728,0,2355,17785,0,42.76,36.92,"LANE","Bethel SD 52","TurnAround School - Bethel SD",-
4027,"7/1/2003",20,2088,,5679,47783,,1990,14859,,560,3766,0,2550,18625,0,44.9,38.98,"LANE","Bethel SD 52","TurnAround School - Bethel SD",-
4028,"7/1/2003",3,1902,,80,56662,,,10863,,,3801,0,,14664,0,,25.88,"CLACKAMAS","Clackamas ESD","Wetten Elementary LEEP ",-
4028,"7/1/2004",3,1902,,79,57157,,,11461,,,4007,0,,15468,0,,27.06,"CLACKAMAS","Clackamas ESD","Wetten Elementary LEEP ",-
4031,"7/1/2003",26,2148,,301,91356,,139,32790,,14,7721,0,153,40511,0,50.83,44.34,"MULTNOMAH","Multnomah ESD","Multnomah Early Childhood West",-
4034,"7/1/2003",3,1902,,80,56662,,,10863,,,3801,0,,14664,0,,25.88,"CLACKAMAS","Clackamas ESD","Transition Program - Clackamas ESD",-
4034,"7/1/2004",3,1902,,79,57157,,,11461,,,4007,0,,15468,0,,27.06,"CLACKAMAS","Clackamas ESD","Transition Program - Clackamas ESD",-
4038,"7/1/2003",21,2097,157,5964,5964,90,2553,2553,9,496,496,99,3049,3049,63.06,51.12,51.12,"LINCOLN","Lincoln County SD","Siletz Valley School",-
698,"7/1/2014",23,2108,343,2404,5007,239,1753,3147,22,136,405,261,1889,3552,76.09,78.58,70.94,"Malheur","Ontario SD 8C","Ontario Middle School",-
699,"7/1/2014",23,2108,704,2404,5007,421,1753,3147,44,136,405,465,1889,3552,66.05,78.58,70.94,"Malheur","Ontario SD 8C","Ontario High School",-
700,"7/1/2014",23,2109,9,9,5007,,,3147,,,405,0,0,3552,,,70.94,"Malheur","Juntura SD 12","Juntura Elementary School",-
701,"7/1/2014",23,2116,433,948,5007,227,459,3147,49,96,405,276,555,3552,63.74,58.54,70.94,"Malheur","Vale SD 84","Vale Elementary School",-
702,"7/1/2014",23,2110,562,1150,5007,345,706,3147,60,122,405,405,828,3552,72.06,72,70.94,"Malheur","Nyssa SD 26","Nyssa Elementary School",-
703,"7/1/2014",23,2110,254,1150,5007,155,706,3147,27,122,405,182,828,3552,71.65,72,70.94,"Malheur","Nyssa SD 26","Nyssa Middle School",-
704,"7/1/2014",23,2110,334,1150,5007,206,706,3147,35,122,405,241,828,3552,72.16,72,70.94,"Malheur","Nyssa SD 26","Nyssa High School",-
705,"7/1/2014",23,2111,66,83,5007,48,48,3147,8,8,405,56,56,3552,84.85,67.47,70.94,"Malheur","Annex SD 29","Annex Charter School",-
706,"7/1/2014",23,2116,65,948,5007,37,459,3147,,96,405,39,555,3552,,58.54,70.94,"Malheur","Vale SD 84","Willowcreek Elementary School",-
707,"7/1/2014",23,2113,186,266,5007,100,131,3147,25,30,405,125,161,3552,67.2,60.53,70.94,"Malheur","Adrian SD 61","Adrian Elementary School",-
708,"7/1/2014",23,2113,80,266,5007,31,131,3147,,30,405,36,161,3552,,60.53,70.94,"Malheur","Adrian SD 61","Adrian High School",-
711,"7/1/2014",23,2115,14,14,5007,,,3147,,,405,0,0,3552,,,70.94,"Malheur","Arock SD 81","W W Jones Elementary School",-
712,"7/1/2014",23,2107,51,81,5007,,,3147,,,405,0,0,3552,,,70.94,"Malheur","Jordan Valley SD 3","Jordan Valley High School",-
713,"7/1/2014",23,2116,287,948,5007,127,459,3147,30,96,405,157,555,3552,54.7,58.54,70.94,"Malheur","Vale SD 84","Vale High School",-
714,"7/1/2014",24,2138,467,3776,60991,204,1106,32986,38,308,4619,242,1414,37605,51.82,37.45,61.66,"Marion","Silver Falls SD 4J","Eugene Field Elementary School",-
715,"7/1/2014",24,2138,294,3776,60991,119,1106,32986,22,308,4619,141,1414,37605,47.96,37.45,61.66,"Marion","Silver Falls SD 4J","Mark Twain Middle School",-
716,"7/1/2014",24,2138,396,3776,60991,134,1106,32986,37,308,4619,171,1414,37605,43.18,37.45,61.66,"Marion","Silver Falls SD 4J","Robert Frost Elementary School",-
717,"7/1/2014",24,2143,372,2312,60991,76,1153,32986,26,203,4619,102,1356,37605,27.42,58.65,61.66,"Marion","North Santiam SD 29J","Sublimity Elementary School",-
718,"7/1/2014",24,2138,77,3776,60991,,1106,32986,,308,4619,5,1414,37605,,37.45,61.66,"Marion","Silver Falls SD 4J","Evergreen Elementary School",-
719,"7/1/2014",24,2139,570,2221,60991,300,935,32986,32,158,4619,332,1093,37605,58.25,49.21,61.66,"Marion","Cascade SD 5","Aumsville Elementary School",-
721,"7/1/2014",24,2140,382,869,60991,213,458,32986,34,84,4619,247,542,37605,64.66,62.37,61.66,"Marion","Jefferson SD 14J","Jefferson Elementary School",-
722,"7/1/2014",24,2140,188,869,60991,89,458,32986,29,84,4619,118,542,37605,62.77,62.37,61.66,"Marion","Jefferson SD 14J","Jefferson Middle School",-
4038,"7/1/2004",21,2097,171,5890,5890,122,2878,2878,25,695,695,147,3573,3573,85.96,60.66,60.66,"LINCOLN","Lincoln County SD","Siletz Valley School",-
723,"7/1/2014",24,2140,299,869,60991,156,458,32986,21,84,4619,177,542,37605,59.2,62.37,61.66,"Marion","Jefferson SD 14J","Jefferson High School",-
724,"7/1/2014",24,2141,484,1959,60991,275,1047,32986,33,181,4619,308,1228,37605,63.64,62.69,61.66,"Marion","North Marion SD 15","North Marion Intermediate School",-
725,"7/1/2014",24,2141,465,1959,60991,224,1047,32986,55,181,4619,279,1228,37605,60,62.69,61.66,"Marion","North Marion SD 15","North Marion Middle School",-
726,"7/1/2014",24,2141,596,1959,60991,292,1047,32986,51,181,4619,343,1228,37605,57.55,62.69,61.66,"Marion","North Marion SD 15","North Marion High School",-
4039,"7/1/2003",27,2190,81,3202,6355,19,807,2225,,226,564,24,1033,2789,,32.26,43.89,"POLK","Dallas SD 2","Morrison Charter School",-
4039,"7/1/2004",27,2190,90,3238,6391,,673,2095,,180,452,0,853,2547,0,26.34,39.85,"POLK","Dallas SD 2","Morrison Charter School",-
728,"7/1/2014",24,2142,646,40698,60991,495,22679,32986,34,2987,4619,529,25666,37605,81.89,63.06,61.66,"Marion","Salem-Keizer SD 24J","Auburn Elementary School",-
4040,"7/1/2003",38,2336,42,332,1563,,,,,,,0,,,0,,,"State of Oregon","Oregon Department of Education","Four Rivers Community School",-
4040,"7/1/2004",38,2336,67,255,1330,51,96,96,7,22,22,58,118,118,86.57,46.27,8.87,"State of Oregon","Oregon Department of Education","Four Rivers Community School",-
731,"7/1/2014",24,2142,201,40698,60991,78,22679,32986,14,2987,4619,92,25666,37605,45.77,63.06,61.66,"Marion","Salem-Keizer SD 24J","Brush College Elementary School",-
732,"7/1/2014",24,2142,309,40698,60991,195,22679,32986,18,2987,4619,213,25666,37605,68.93,63.06,61.66,"Marion","Salem-Keizer SD 24J","Bush Elementary School",-
1038,"7/1/2014",30,2206,538,5297,13686,384,2924,7408,63,553,1355,447,3477,8763,83.09,65.64,64.03,"Umatilla","Hermiston SD 8","West Park Elementary School",-
1039,"7/1/2014",30,2206,665,5297,13686,377,2924,7408,61,553,1355,438,3477,8763,65.86,65.64,64.03,"Umatilla","Hermiston SD 8","Armand Larive Middle School",-
1040,"7/1/2014",30,2206,1401,5297,13686,734,2924,7408,164,553,1355,898,3477,8763,64.1,65.64,64.03,"Umatilla","Hermiston SD 8","Hermiston High School",-
1041,"7/1/2014",30,2205,282,1793,13686,156,1099,7408,42,211,1355,198,1310,8763,70.21,73.06,64.03,"Umatilla","Milton-Freewater Unified SD 7","Ferndale Elementary School",-
1046,"7/1/2014",30,2207,188,3267,13686,83,1486,7408,,216,1355,88,1702,8763,,52.1,64.03,"Umatilla","Pendleton SD 16","Lincoln Primary School",-
1047,"7/1/2014",30,2207,350,3267,13686,116,1486,7408,16,216,1355,132,1702,8763,37.71,52.1,64.03,"Umatilla","Pendleton SD 16","McKay Creek Elementary School",-
1048,"7/1/2014",30,2207,449,3267,13686,235,1486,7408,35,216,1355,270,1702,8763,60.13,52.1,64.03,"Umatilla","Pendleton SD 16","Sherwood Heights Elementary School",-
1049,"7/1/2014",30,2207,368,3267,13686,228,1486,7408,21,216,1355,249,1702,8763,67.66,52.1,64.03,"Umatilla","Pendleton SD 16","Washington Elementary School",-
1050,"7/1/2014",30,2207,185,3267,13686,92,1486,7408,9,216,1355,101,1702,8763,54.59,52.1,64.03,"Umatilla","Pendleton SD 16","West Hills Intermediate",-
1051,"7/1/2014",30,2207,709,3267,13686,335,1486,7408,55,216,1355,390,1702,8763,55.01,52.1,64.03,"Umatilla","Pendleton SD 16","Sunridge Middle School",-
1052,"7/1/2014",30,2207,886,3267,13686,361,1486,7408,71,216,1355,432,1702,8763,48.76,52.1,64.03,"Umatilla","Pendleton SD 16","Pendleton High School",-
1053,"7/1/2014",30,2208,183,586,13686,92,243,7408,19,72,1355,111,315,8763,60.66,53.75,64.03,"Umatilla","Athena-Weston SD 29RJ","Athena Elementary School",-
1055,"7/1/2014",30,2208,205,586,13686,89,243,7408,28,72,1355,117,315,8763,57.07,53.75,64.03,"Umatilla","Athena-Weston SD 29RJ","Weston Middle School",-
4233,"7/1/2004",34,2242,,12194,78862,,2511,18620,,599,5069,0,3110,23689,0,25.5,30.04,"WASHINGTON","Tigard-Tualatin SD 23J","Tutorial Program",-
4234,"7/1/2004",5,1946,24,1177,8521,,366,2052,,94,660,0,460,2712,0,39.08,31.83,"COLUMBIA","Rainier SD 13","North Columbia Academy",-
4236,"7/1/2004",18,2056,6,4060,10589,,1848,4345,,343,1069,0,2191,5414,0,53.97,51.13,"KLAMATH","Klamath Falls City Schools","Wemble Academy",-
4237,"7/1/2004",26,2148,,207,91121,,101,37069,,13,7911,0,114,44980,0,55.07,49.36,"MULTNOMAH","Multnomah ESD","ESD Program at Hosford MS ",-
4256,"7/1/2004",20,2083,,11203,47560,,4461,15584,,994,3934,0,5455,19518,0,48.69,41.04,"LANE","Springfield SD 19","Children's Choice Montessori-Springfield",-
4343,"7/1/2004",14,2024,,3907,3907,,1176,1176,,237,237,0,1413,1413,0,36.17,36.17,"HOOD RIVER","Hood River County SD","Hood River Sheltered Workshop, Inc",-
1056,"7/1/2014",30,2208,198,586,13686,62,243,7408,25,72,1355,87,315,8763,43.94,53.75,64.03,"Umatilla","Athena-Weston SD 29RJ","Weston-McEwen High School",-
1057,"7/1/2014",30,2205,415,1793,13686,261,1099,7408,48,211,1355,309,1310,8763,74.46,73.06,64.03,"Umatilla","Milton-Freewater Unified SD 7","Central Middle School",-
1058,"7/1/2014",30,2205,289,1793,13686,199,1099,7408,24,211,1355,223,1310,8763,77.16,73.06,64.03,"Umatilla","Milton-Freewater Unified SD 7","Freewater Elementary School",-
1059,"7/1/2014",30,2205,279,1793,13686,177,1099,7408,40,211,1355,217,1310,8763,77.78,73.06,64.03,"Umatilla","Milton-Freewater Unified SD 7","Grove Elementary School",-
1060,"7/1/2014",30,2209,267,511,13686,168,287,7408,39,75,1355,207,362,8763,77.53,70.84,64.03,"Umatilla","Stanfield SD 61","Stanfield Elementary School",-
1061,"7/1/2014",30,2209,243,511,13686,119,287,7408,36,75,1355,155,362,8763,63.79,70.84,64.03,"Umatilla","Stanfield SD 61","Stanfield Secondary School",-
1064,"7/1/2014",30,2205,527,1793,13686,306,1099,7408,57,211,1355,363,1310,8763,68.88,73.06,64.03,"Umatilla","Milton-Freewater Unified SD 7","McLoughlin High School",-
1066,"7/1/2014",31,2212,364,2181,3806,191,990,1770,32,170,323,223,1160,2093,61.26,53.19,54.99,"Union","La Grande SD 1","Central Elementary School",-
1067,"7/1/2014",31,2212,7,2181,3806,,990,1770,,170,323,0,1160,2093,,53.19,54.99,"Union","La Grande SD 1","Rising Stars Day Treatment",-
1068,"7/1/2014",31,2212,276,2181,3806,187,990,1770,20,170,323,207,1160,2093,75,53.19,54.99,"Union","La Grande SD 1","Greenwood Elementary School",-
1069,"7/1/2014",31,2212,257,2181,3806,99,990,1770,18,170,323,117,1160,2093,45.53,53.19,54.99,"Union","La Grande SD 1","Island City Elementary School",-
1071,"7/1/2014",31,2212,162,2181,3806,93,990,1770,13,170,323,106,1160,2093,65.43,53.19,54.99,"Union","La Grande SD 1","Willow Elementary School",-
1072,"7/1/2014",31,2212,508,2181,3806,214,990,1770,35,170,323,249,1160,2093,49.02,53.19,54.99,"Union","La Grande SD 1","La Grande Middle School",-
1073,"7/1/2014",31,2212,607,2181,3806,206,990,1770,52,170,323,258,1160,2093,42.5,53.19,54.99,"Union","La Grande SD 1","La Grande High School",-
1074,"7/1/2014",31,2213,165,352,3806,94,155,1770,19,35,323,113,190,2093,68.48,53.98,54.99,"Union","Union SD 5","Union Elementary School",-
1075,"7/1/2014",31,2213,187,352,3806,61,155,1770,16,35,323,77,190,2093,41.18,53.98,54.99,"Union","Union SD 5","Union High School",-
1079,"7/1/2014",31,2215,325,325,3806,103,103,1770,35,35,323,138,138,2093,42.46,42.46,54.99,"Union","Imbler SD 11","Imbler Charter School",-
1082,"7/1/2014",31,2217,279,391,3806,192,240,1770,20,30,323,212,270,2093,75.99,69.05,54.99,"Union","Elgin SD 23","Stella Mayfield Elementary School",-
1083,"7/1/2014",31,2217,112,391,3806,48,240,1770,10,30,323,58,270,2093,51.79,69.05,54.99,"Union","Elgin SD 23","Elgin High School",-
1084,"7/1/2014",32,2219,3,229,848,,22,243,,10,79,2,32,322,,13.97,37.97,"Wallowa","Joseph SD 6","Imnaha Elementary School",-
1087,"7/1/2014",32,2219,226,229,848,21,22,243,9,10,79,30,32,322,13.27,13.97,37.97,"Wallowa","Joseph SD 6","Joseph Charter School",-
1088,"7/1/2014",32,2220,138,233,848,71,104,243,14,37,79,85,141,322,61.59,60.52,37.97,"Wallowa","Wallowa SD 12","Wallowa Elementary School",-
1089,"7/1/2014",32,2220,95,233,848,33,104,243,23,37,79,56,141,322,58.95,60.52,37.97,"Wallowa","Wallowa SD 12","Wallowa High School",-
1090,"7/1/2014",32,2221,197,382,848,66,117,243,16,32,79,82,149,322,41.62,39.01,37.97,"Wallowa","Enterprise SD 21","Enterprise Elementary School",-
1091,"7/1/2014",32,2221,185,382,848,51,117,243,16,32,79,67,149,322,36.22,39.01,37.97,"Wallowa","Enterprise SD 21","Enterprise High School",-
1092,"7/1/2014",32,2222,4,4,848,,,243,,,79,0,0,322,,,37.97,"Wallowa","Troy SD 54","Troy Elementary School",-
1649,"7/1/2014",24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,"Marion","ODE Head Start","Mt Hood Community College Head Start Mt Hood Site",-
99999996,"7/1/2001",26,2180,,52881,94161,,17631,30464,,4170,7772,0,21801,38236,0,41.23,40.61,"MULTNOMAH","Portland SD 1J","PPS OPERATED PROGRAMS",-
99999996,"7/1/2002",26,2180,,51633,93954,,17400,31856,,3865,7692,0,21265,39548,0,41.18,42.09,"MULTNOMAH","Portland SD 1J","PPS OPERATED PROGRAMS",-
99999997,"7/1/1999",26,2180,1742,53587,93274,,16207,26940,,4273,7631,0,20480,34571,0,38.22,37.06,"MULTNOMAH","Portland SD 1J","PRIVATE ALTERNATIVE PROGRAMS",-
99999997,"7/1/2000",26,2180,828,53078,93278,,16150,26619,,4605,7936,0,20755,34555,0,39.1,37.05,"MULTNOMAH","Portland SD 1J","PRIVATE ALTERNATIVE PROGRAMS",-
99999997,"7/1/2001",26,2180,,52881,94161,,17631,30464,,4170,7772,0,21801,38236,0,41.23,40.61,"MULTNOMAH","Portland SD 1J","PRIVATE ALTERNATIVE PROGRAMS",-
1773,"7/1/2014",16,2053,440,2966,3695,317,2081,2514,28,195,248,345,2276,2762,78.41,76.74,74.75,"Jefferson","Jefferson County SD 509J","Jefferson County Middle School",-
1774,"7/1/2014",20,2082,386,16891,44726,86,5762,20342,25,967,3367,111,6729,23709,28.76,39.84,53.01,"Lane","Eugene SD 4J","Edgewood Community Elementary School",-
1782,"7/1/2014",17,2055,5,4687,10566,,2533,5688,,416,922,4,2949,6610,,62.92,62.56,"Josephine","Three Rivers/Josephine County SD","Kairos - New Beginnings",-
1789,"7/1/2014",20,2083,29,11046,44726,,6354,20342,,887,3367,26,7241,23709,,65.55,53.01,"Lane","Springfield SD 19","SAFE Center School",-
1791,"7/1/2014",20,2087,82,2812,44726,62,1600,20342,6,236,3367,68,1836,23709,82.93,65.29,53.01,"Lane","South Lane SD 45J3","Al Kennedy Alternative High School",-
1792,"7/1/2014",20,2083,36,11046,44726,26,6354,20342,,887,3367,26,7241,23709,,65.55,53.01,"Lane","Springfield SD 19","Jasper Mountain Center",-
1800,"7/1/2014",26,2148,3,316,91940,,108,44444,,,6010,0,108,50454,,,54.88,"Multnomah","Multnomah ESD","Legacy 1",-
1806,"7/1/2014",26,2148,1,316,91940,,108,44444,,,6010,0,108,50454,,,54.88,"Multnomah","Multnomah ESD","Shriners Hospital (educational program) ",-
1819,"7/1/2014",26,2148,,316,91940,,108,44444,,,6010,0,108,50454,0,,54.88,"Multnomah","Multnomah ESD","Oregon State Hospital Portland (educational program)",-
1827,"7/1/2014",24,3477,111,394,60991,,,32986,,,4619,0,0,37605,,,61.66,"Marion","ODE YCEP District","Robert S Farrell High School",-
1828,"7/1/2014",24,3477,23,394,60991,,,32986,,,4619,0,0,37605,,,61.66,"Marion","ODE YCEP District","William P Lord High School",-
1832,"7/1/2014",24,2336,114,912,60991,45,338,32986,6,60,4619,51,398,37605,44.74,43.64,61.66,"Marion","Oregon Department of Education","Oregon School for the Deaf",-
2258,"7/1/2014",24,3477,27,394,60991,,,32986,,,4619,0,0,37605,,,61.66,"Marion","ODE YCEP District","Monroe School",-
2260,"7/1/2014",24,3477,81,394,60991,,,32986,,,4619,0,0,37605,,,61.66,"Marion","ODE YCEP District","Newbridge High School",-
2263,"7/1/2014",26,2182,635,11702,91940,333,7719,44444,68,821,6010,401,8540,50454,63.15,72.98,54.88,"Multnomah","Reynolds SD 7","Walt Morey Middle School",-
2264,"7/1/2014",20,2088,794,5614,44726,240,2645,20342,56,544,3367,296,3189,23709,37.28,56.8,53.01,"Lane","Bethel SD 52","Meadow View School",-
2270,"7/1/2014",30,2207,19,3267,13686,,1486,7408,,216,1355,0,1702,8763,,52.1,64.03,"Umatilla","Pendleton SD 16","Homestead Youth & Family Services",-
2273,"7/1/2014",34,2242,12,12676,85670,,3799,28924,,610,4603,0,4409,33527,,34.78,39.14,"Washington","Tigard-Tualatin SD 23J","Janus Youth Programs--Cordero House",-
2275,"7/1/2014",26,2180,14,46620,91940,,16968,44444,,2198,6010,0,19166,50454,,41.11,54.88,"Multnomah","Portland SD 1J","Morrison Child & Family Services, Breakthrough",-
2286,"7/1/2014",34,2230,,275,85670,,75,28924,,,4603,0,77,33527,0,,39.14,"Washington","Northwest Regional ESD","Northwest Regional Education Service District, Columbia Serv",-
2287,"7/1/2014",22,2323,,,22354,,,8629,,,1283,0,,9912,0,,44.34,"Linn","Linn-Benton-Lincoln ESD EI/ECSE (Area 4)","South Coast ESD EI/ECSE - Coos/Curry",-
2293,"7/1/2014",9,1975,,,25161,,,10679,,,1973,0,,12652,0,,50.28,"Deschutes","High Desert ESD","Central Oregon Regional Program",-
2294,"7/1/2014",9,1975,,,25161,,,10679,,,1973,0,,12652,0,,50.28,"Deschutes","High Desert ESD","High Desert ESD EI/ECSE - Deschutes (Area 2)",-
2296,"7/1/2014",9,2294,,,25161,,,10679,,,1973,0,,12652,0,,50.28,"Deschutes","High Desert ESD EI/ECSE - Deschutes (Area 2)","North Central ESD EI/ECSE - Gilliam",-
2298,"7/1/2014",9,2294,,,25161,,,10679,,,1973,0,,12652,0,,50.28,"Deschutes","High Desert ESD EI/ECSE - Deschutes (Area 2)","Harney ESD EI/ECSE",-
