DistInstID,SchlYr,CntyNm,DistNm,BldgNm,DistStudCnt,YrBlt,YrRemod,SqFt,DistSqFt,last column
2105,"7/1/1998","LINN","CENTRAL LINN SCH DIST 552","CENTRAL LINN HIGH SCHOOL",686,1959,1977,85811,203201,-
2105,"7/1/1997","LINN","CENTRAL LINN SCH DIST 552","CENTRAL LINN HIGH SCHOOL",786,1959,1977,85811,203201,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","CHAPMAN ELEM SCHOOL",55321,1923,,62962,8529059,-
2142,"7/1/1998","MARION","SALEM/KEIZER SCH DIST 24J","CHAPMAN HILL ELEM",33725,1985,,59528,3946588,-
2142,"7/1/1997","MARION","SALEM/KEIZER SCH DIST 24J","CHAPMAN HILL ELEM",33086,1985,,59528,3946588,-
2187,"7/1/1998","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","CHERRY PARK ELEM SCHOOL",7680,1954,1994,54150,1018580,-
2187,"7/1/1997","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","CHERRY PARK ELEM SCHOOL",7546,1954,1994,54150,1018580,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","CHIEF JOSEPH ELEM SCHOOL",55321,1949,1956,46204,8529059,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","CLARENDON ELEM SCHOOL",55321,1970,,42958,8529059,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","CLARK ELEM SCHOOL",55321,1955,,50595,8529059,-
2142,"7/1/1998","MARION","SALEM/KEIZER SCH DIST 24J","CLEAR LAKE ELEM SCHOOL",33725,1994,,49000,3946588,-
2142,"7/1/1997","MARION","SALEM/KEIZER SCH DIST 24J","CLEAR LAKE ELEM SCHOOL",33086,1994,,49000,3946588,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","CLEVELAND HIGH SCHOOL",55321,1929,1990,252885,8529059,-
2100,"7/1/1998","LINN","GREATER ALBANY SCH DIST 8J","CLOVER RIDGE ELEM SCHOOL",7953,1915,1973,36750,1109125,-
2100,"7/1/1997","LINN","GREATER ALBANY SCH DIST 8J","CLOVER RIDGE ELEM SCHOOL",7871,1915,1973,36750,1109125,-
2082,"7/1/1998","LANE","EUGENE SCH DIST 4J","COBURG ELEM SCHOOL",18636,1950,1979,27537,2801409,-
2082,"7/1/1997","LANE","EUGENE SCH DIST 4J","COBURG ELEM SCHOOL",18832,1950,1979,27537,2801409,-
2082,"7/1/1998","LANE","EUGENE SCH DIST 4J","COLIN KELLY MIDDLE SCHOOL",18636,1945,1995,112356,2801409,-
2082,"7/1/1997","LANE","EUGENE SCH DIST 4J","COLIN KELLY MIDDLE SCHOOL",18832,1945,1995,112356,2801409,-
2082,"7/1/1998","LANE","EUGENE SCH DIST 4J","CORRIDOR ALTERNATIVE",18636,1961,1969,22220,2801409,-
2082,"7/1/1997","LANE","EUGENE SCH DIST 4J","CORRIDOR ALTERNATIVE",18832,1961,1969,22220,2801409,-
2082,"7/1/1998","LANE","EUGENE SCH DIST 4J","CREST DRIVE ELEM SCHOOL",18636,1963,,23562,2801409,-
2082,"7/1/1997","LANE","EUGENE SCH DIST 4J","CREST DRIVE ELEM SCHOOL",18832,1963,,23562,2801409,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","CRESTON ELEM SCHOOL",55321,1946,1967,70765,8529059,-
2142,"7/1/1998","MARION","SALEM/KEIZER SCH DIST 24J","CROSSLER MIDDLE SCHOOL",33725,1995,,107800,3946588,-
2142,"7/1/1997","MARION","SALEM/KEIZER SCH DIST 24J","CROSSLER MIDDLE SCHOOL",33086,1995,,107800,3946588,-
2142,"7/1/1998","MARION","SALEM/KEIZER SCH DIST 24J","CUMMINGS ELEM SCHOOL",33725,1953,1994,36937,3946588,-
2142,"7/1/1997","MARION","SALEM/KEIZER SCH DIST 24J","CUMMINGS ELEM SCHOOL",33086,1953,1994,36937,3946588,-
2059,"7/1/1998","LAKE","LAKEVIEW SCH DIST 7","DALY MIDDLE SCHOOL",1039,1910,1930,47814,180184,-
2059,"7/1/1997","LAKE","LAKEVIEW SCH DIST 7","DALY MIDDLE SCHOOL",1114,1910,1930,47814,178408,-
2187,"7/1/1998","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","DAVID DOUGLAS HIGH SCHOOL",7680,1959,,167151,1018580,-
2187,"7/1/1997","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","DAVID DOUGLAS HIGH SCHOOL",7546,1959,,167151,1018580,-
2097,"7/1/1998","LINCOLN","LINCOLN CO SCH DIST","DELAKE ELEM SCHOOL",7041,1929,1957,23636,1160793,-
2097,"7/1/1997","LINCOLN","LINCOLN CO SCH DIST","DELAKE ELEM SCHOOL",7161,1929,1957,23636,887166,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","DUNIWAY ELEM SCHOOL",55321,1926,1953,67492,8529059,-
2082,"7/1/1998","LANE","EUGENE SCH DIST 4J","EASTSIDE ALTERNATIVE",18636,1959,1960,27042,2801409,-
2082,"7/1/1997","LANE","EUGENE SCH DIST 4J","EASTSIDE ALTERNATIVE",18832,1959,1960,27042,2801409,-
2097,"7/1/1998","LINCOLN","LINCOLN CO SCH DIST","EDDYVILLE SCHOOL",7041,1924,1987,43016,1160793,-
2097,"7/1/1997","LINCOLN","LINCOLN CO SCH DIST","EDDYVILLE SCHOOL",7161,1924,1987,43016,887166,-
2097,"7/1/1997","LINCOLN","LINCOLN CO SCH DIST","TOLEDO HIGH SCHOOL",7161,1955,1997,77000,887166,-
2097,"7/1/1998","LINCOLN","LINCOLN CO SCH DIST","TOLEDO MIDDLE SCHOOL",7041,1987,1999,52671,1160793,-
2097,"7/1/1997","LINCOLN","LINCOLN CO SCH DIST","TOLEDO MIDDLE SCHOOL",7161,1987,,45183,887166,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","TUBMAN MIDDLE SCHOOL",55321,1952,1986,94775,8529059,-
2082,"7/1/1998","LANE","EUGENE SCH DIST 4J","TWIN OAKS ELEM SCHOOL",18636,1958,1968,33910,2801409,-
2082,"7/1/1997","LANE","EUGENE SCH DIST 4J","TWIN OAKS ELEM SCHOOL",18832,1958,1968,33910,2801409,-
2059,"7/1/1998","LAKE","LAKEVIEW SCH DIST 7","UNION ELEMENTARY",1039,1920,1998,15776,180184,-
2059,"7/1/1997","LAKE","LAKEVIEW SCH DIST 7","UNION ELEMENTARY",1114,1920,1998,14000,178408,-
1923,"7/1/1998","CLACKAMAS","LAKE OSWEGO SCH DIST 7J","UPLANDS ELEMENTARY SCHOOL",7130,1961,1990,59136,1050752,-
1923,"7/1/1997","CLACKAMAS","LAKE OSWEGO SCH DIST 7J","UPLANDS ELEM SCHOOL",7186,1961,1990,59136,1050752,-
2187,"7/1/1998","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","VENTURA PARK ELEM SCHOOL",7680,1952,1963,54961,1018580,-
2187,"7/1/1997","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","VENTURA PARK ELEM SCHOOL",7546,1952,1963,54961,1018580,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","VERNON ELEM SCHOOL",55321,1931,1953,72323,8529059,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","VESTAL ELEM SCHOOL",55321,1929,,66388,8529059,-
2142,"7/1/1998","MARION","SALEM/KEIZER SCH DIST 24J","WALDO MIDDLE SCHOOL",33725,1957,1968,108048,3946588,-
2142,"7/1/1997","MARION","SALEM/KEIZER SCH DIST 24J","WALDO MIDDLE SCHOOL",33086,1957,1968,108048,3946588,-
2097,"7/1/1998","LINCOLN","LINCOLN CO SCH DIST","WALDPORT ELEM SCHOOL",7041,1998,,68480,1160793,-
2097,"7/1/1997","LINCOLN","LINCOLN CO SCH DIST","WALDPORT ELEM SCHOOL",7161,1998,,68480,887166,-
2097,"7/1/1998","LINCOLN","LINCOLN CO SCH DIST","WALDPORT HIGH SCHOOL",7041,1958,1997,60530,1160793,-
2097,"7/1/1997","LINCOLN","LINCOLN CO SCH DIST","WALDPORT HIGH SCHOOL",7161,1958,1997,60530,887166,-
2097,"7/1/1998","LINCOLN","LINCOLN CO SCH DIST","WALDPORT MIDDLE SCHOOL",7041,1930,1999,51721,1160793,-
2097,"7/1/1997","LINCOLN","LINCOLN CO SCH DIST","WALDPORT MIDDLE SCHOOL",7161,1930,1980,25777,887166,-
2142,"7/1/1998","MARION","SALEM/KEIZER SCH DIST 24J","WALKER MIDDLE SCHOOL",33725,1960,1994,139920,3946588,-
1965,"7/1/1999","COOS","COOS BAY SCH DIST 9","MARSHFIELD HIGH-BOYS GYM",4029,1951,,45565,808370,-
1965,"7/1/1999","COOS","COOS BAY SCH DIST 9","MARSHFIELD HIGH - STADIUM",4029,1971,,11856,808370,-
1965,"7/1/1999","COOS","COOS BAY SCH DIST 9","MARSHFIELD HIGH-DRAMA (AUTO SHOP)",4029,1961,,7450,808370,-
1965,"7/1/1999","COOS","COOS BAY SCH DIST 9","MHS -RADIO BLDG RELOCATABLE",4029,1970,,1200,808370,-
2006,"7/1/1999","GILLIAM","CONDON SCH DIST 25J","CONDON SWIMMING POOL",214,1958,,2650,72650,-
2006,"7/1/1999","GILLIAM","CONDON SCH DIST 25J","CONDON ELEMENTARY",214,1925,1960,36000,72650,-
2006,"7/1/1999","GILLIAM","CONDON SCH DIST 25J","CONDON HIGH",214,1961,,34000,72650,-
1927,"7/1/1999","CLACKAMAS","COLTON SCH DIST 53","COLTON MIDDLE SCHOOL",808,1994,,43000,175557,-
1927,"7/1/1999","CLACKAMAS","COLTON SCH DIST 53","COLTON ELEMENTARY-MAIN & GYM",808,1975,,51085,175557,-
1927,"7/1/1999","CLACKAMAS","COLTON SCH DIST 53","COLTON ELEMENTARY-RECYCLING/TRASH",808,1998,,168,175557,-
1927,"7/1/1999","CLACKAMAS","COLTON SCH DIST 53","COLTON ELEMENTARY-KINDERGARTEN",808,1975,,3288,175557,-
1927,"7/1/1999","CLACKAMAS","COLTON SCH DIST 53","COLTON ELEMENTARY-MAINT SHED",808,1975,,960,175557,-
1927,"7/1/1999","CLACKAMAS","COLTON SCH DIST 53","COLTON HIGH- MAIN CLASSROOMS",808,1960,,20000,175557,-
1927,"7/1/1999","CLACKAMAS","COLTON SCH DIST 53","COLTON HIGH-MAINT SHED",808,1970,,1215,175557,-
1927,"7/1/1999","CLACKAMAS","COLTON SCH DIST 53","COLTON HIGH-MEDIA CENTER ADDITION",808,1995,,4500,175557,-
1927,"7/1/1999","CLACKAMAS","COLTON SCH DIST 53","COLTON HIGH-TRACK SHED",808,1975,,1480,175557,-
1927,"7/1/1999","CLACKAMAS","COLTON SCH DIST 53","COLTON HIGH- SHOP",808,1975,,8166,175557,-
1927,"7/1/1999","CLACKAMAS","COLTON SCH DIST 53","COLTON BUS BARN",808,1975,,3025,175557,-
1927,"7/1/1999","CLACKAMAS","COLTON SCH DIST 53","COLTON HIGH-GRANDSTANDS",808,1984,,4150,175557,-
1927,"7/1/1999","CLACKAMAS","COLTON SCH DIST 53","COLTON HIGH-MEDIA CENTER ",808,1986,,6600,175557,-
1927,"7/1/1999","CLACKAMAS","COLTON SCH DIST 53","COLTON HIGH-GYM/MULTIPURPOSE ROOM",808,1954,,22500,175557,-
1927,"7/1/1999","CLACKAMAS","COLTON SCH DIST 53","COLTON HIGH-GREENHOUSE",808,1999,,640,175557,-
1927,"7/1/1999","CLACKAMAS","COLTON SCH DIST 53","COLTON HIGH-KITCHEN ADDITION",808,1968,,4500,175557,-
1927,"7/1/1999","CLACKAMAS","COLTON SCH DIST 53","COLTON HIGH-CONCESSION STAND",808,1984,,280,175557,-
2046,"7/1/1999","JACKSON","BUTTE FALLS SCH DIST 91","BUTTE FALLS DISTRICT OFFICE",233,1973,1996,7500,51665,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","ERROL HASSELL ELEMENTARY",32588,1979,1985,52430,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","ELMONICA ELEMENTARY",32588,1980,1992,50490,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","FINDLEY ELEMENTARY",32588,1997,,70000,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","FIR GROVE ELEMENTARY",32588,1954,1979,59912,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","HAZELDALE ELEMENTARY",32588,1949,1987,51250,4154693,-
2046,"7/1/1999","JACKSON","BUTTE FALLS SCH DIST 91","BUTTE FALLS ELEMENTARY",233,1967,1996,21449,51665,-
2046,"7/1/1999","JACKSON","BUTTE FALLS SCH DIST 91","BUTTE FALLS HIGH",233,1926,1997,22716,51665,-
1896,"7/1/1999","BAKER","Burnt River SD 30J","BURNT RIVER ELEM/HIGH SCHOOL",108,1968,1998,55000,61000,-
1896,"7/1/1999","BAKER","Burnt River SD 30J","BURNT RIVER HIGH-SHOP",108,1972,,6000,61000,-
1979,"7/1/1999","DESCHUTES","BROTHERS SCH DIST 15","BROTHERS ELEMENTARY",16,1930,1964,1000,7606,-
1979,"7/1/1999","DESCHUTES","BROTHERS SCH DIST 15","MULTIPURPOSE AREA",16,1964,1999,3726,7606,-
1979,"7/1/1999","DESCHUTES","BROTHERS SCH DIST 15","NEW BUILDING CURRENT SCHOOL ",16,1999,,2880,7606,-
1974,"7/1/1999","CURRY","BROOKINGS-HARBOR SCH DIST 17","BROOKINGS-HARBOR ADMIN",1915,1944,,2535,180892,-
1974,"7/1/1999","CURRY","BROOKINGS-HARBOR SCH DIST 17","AZALEA MIDDLE",1915,1950,1980,47500,180892,-
1974,"7/1/1999","CURRY","BROOKINGS-HARBOR SCH DIST 17","KALMIOPSIS ELEMENTARY",1915,1958,1980,50953,180892,-
1974,"7/1/1999","CURRY","BROOKINGS-HARBOR SCH DIST 17","BROOKINGS-HARBOR HIGH",1915,1954,1980,72155,180892,-
1974,"7/1/1999","CURRY","BROOKINGS-HARBOR SCH DIST 17","UPPER CHETCO ELEMENTARY",1915,1938,,7749,180892,-
2052,"7/1/1999","JEFFERSON","BLACK BUTTE SCH DIST 41","BLACK BUTTE ELEMENTARY/ HIGH",29,1951,1997,4000,4000,-
2095,"7/1/1999","LANE","BLACHLY SCH DIST 90","TRIANGLE LAKE ELEMENTARY / HIGH",142,1922,1967,34064,43388,-
2095,"7/1/1999","LANE","BLACHLY SCH DIST 90","WOOD SHOP",142,1975,1975,1200,43388,-
2095,"7/1/1999","LANE","BLACHLY SCH DIST 90","BUS GARAGE",142,1990,,1600,43388,-
2095,"7/1/1999","LANE","BLACHLY SCH DIST 90","WEIGHT ROOM/STORAGE ROOMS",142,1984,1997,2000,43388,-
2095,"7/1/1999","LANE","BLACHLY SCH DIST 90","PUMP HOUSE",142,1972,,1500,43388,-
2095,"7/1/1999","LANE","BLACHLY SCH DIST 90","COVERED PLAY AREA/STADIUM; PRESSBOX",142,1996,,3024,43388,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","BEAVERTON PRINT CENTER (Bonny Slope)",32588,1938,,11800,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","BEAVERTON - TRANSPORTATION CNT",32588,1969,1975,9779,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","BEAVERTON ADMINISTRATION CNTR",32588,1972,1999,35995,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","BEAVERTON - SUPPORT CENTER",32588,1971,1987,23028,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","ALOHA PARK ELEMENTARY",32588,1912,1987,52348,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","BARNES ELEMENTARY",32588,1927,1972,52941,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","BEAVER ACRES ELEMENTARY",32588,1955,1989,56709,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","BETHANY ELEMENTARY",32588,1970,1977,49934,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","GREENWAY ELEMENTARY",32588,1979,1987,54243,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","CEDAR MILL ELEMENTARY",32588,1926,1992,43059,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","CHEHALEM ELEMENTARY",32588,1970,1987,49953,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","COOPER MOUNTAIN ELEMENTARY",32588,1914,1987,51935,4154693,-
2142,"7/1/1997","MARION","SALEM/KEIZER SCH DIST 24J","WALKER MIDDLE SCHOOL",33086,1960,1994,139920,3946588,-
1923,"7/1/1998","CLACKAMAS","LAKE OSWEGO SCH DIST 7J","WALUGA JR HIGH SCHOOL",7130,1964,,99742,1050752,-
1923,"7/1/1997","CLACKAMAS","LAKE OSWEGO SCH DIST 7J","WALUGA JR HIGH SCHOOL",7186,1964,,99742,1050752,-
2082,"7/1/1998","LANE","EUGENE SCH DIST 4J","WASHINGTON ELEM SCHOOL",18636,1950,1964,39547,2801409,-
2082,"7/1/1997","LANE","EUGENE SCH DIST 4J","WASHINGTON ELEM SCHOOL",18832,1950,1964,39547,2801409,-
2142,"7/1/1998","MARION","SALEM/KEIZER SCH DIST 24J","WASHINGTON ELEM SCHOOL",33725,1948,1988,65156,3946588,-
2142,"7/1/1997","MARION","SALEM/KEIZER SCH DIST 24J","WASHINGTON ELEM SCHOOL",33086,1948,1988,65156,3946588,-
2100,"7/1/1998","LINN","GREATER ALBANY SCH DIST 8J","WAVERLY ELEM SCHOOL",7953,1949,,42480,1109125,-
2100,"7/1/1997","LINN","GREATER ALBANY SCH DIST 8J","WAVERLY ELEM SCHOOL",7871,1949,,42480,1109125,-
2100,"7/1/1998","LINN","GREATER ALBANY SCH DIST 8J","WEST ALBANY HIGH SCHOOL",7953,1953,1992,135672,1109125,-
2100,"7/1/1997","LINN","GREATER ALBANY SCH DIST 8J","WEST ALBANY HIGH SCHOOL",7871,1953,1992,135672,1109125,-
2187,"7/1/1998","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","WEST POWELLHURST ELEM SCH",7680,1955,1995,43500,1018580,-
2187,"7/1/1997","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","WEST POWELLHURST ELEM SCH",7546,1955,1995,43500,1018580,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","WEST SYLVAN MIDDLE SCHOOL",55321,1953,1990,102209,8529059,-
2082,"7/1/1998","LANE","EUGENE SCH DIST 4J","WESTMORELAND ELEM SCHOOL",18636,1948,1996,43925,2801409,-
2082,"7/1/1997","LANE","EUGENE SCH DIST 4J","WESTMORELAND ELEM SCHOOL",18832,1948,1996,43925,2801409,-
1923,"7/1/1998","CLACKAMAS","LAKE OSWEGO SCH DIST 7J","WESTRIDGE ELEMENTARY SCHOOL",7130,1981,,46144,1050752,-
1923,"7/1/1997","CLACKAMAS","LAKE OSWEGO SCH DIST 7J","WESTRIDGE ELEM SCHOOL",7186,1981,,46144,1050752,-
2024,"7/1/1998","HOOD RIVER","HOOD RIVER CO SCH DIST 1","WESTSIDE ELEM SCHOOL",3788,1969,1995,64760,646938,-
2024,"7/1/1997","HOOD RIVER","HOOD RIVER CO SCH DIST 1","WESTSIDE ELEM SCHOOL",3722,1969,1995,64760,646938,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","WHITAKER MIDDLE",55321,1967,,268899,8529059,-
2082,"7/1/1998","LANE","EUGENE SCH DIST 4J","WHITEAKER ELEM SCHOOL",18636,1927,1977,29761,2801409,-
2082,"7/1/1997","LANE","EUGENE SCH DIST 4J","WHITEAKER ELEM SCHOOL",18832,1927,1977,29761,2801409,-
2142,"7/1/1998","MARION","SALEM/KEIZER SCH DIST 24J","WHITEAKER MIDDLE SCHOOL",33725,1968,1973,114452,3946588,-
2142,"7/1/1997","MARION","SALEM/KEIZER SCH DIST 24J","WHITEAKER MIDDLE SCHOOL",33086,1968,1973,114452,3946588,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","WHITMAN ELEM SCHOOL",55321,1954,1956,69755,8529059,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","WILCOX ELEM SCHOOL",55321,1959,1966,19102,8529059,-
2082,"7/1/1998","LANE","EUGENE SCH DIST 4J","WILLAGILLESPIE ELEM SCHOO",18636,1925,1996,57500,2801409,-
2082,"7/1/1997","LANE","EUGENE SCH DIST 4J","WILLAGILLESPIE ELEM SCHOO",18832,1925,1996,57500,2801409,-
2082,"7/1/1998","LANE","EUGENE SCH DIST 4J","WILLAKENZIE ELEM SCHOOL",18636,1923,1959,37491,2801409,-
2082,"7/1/1997","LANE","EUGENE SCH DIST 4J","WILLAKENZIE ELEM SCHOOL",18832,1923,1959,37491,2801409,-
2082,"7/1/1998","LANE","EUGENE SCH DIST 4J","WILLARD ELEM SCHOOL",18636,1954,1960,18792,2801409,-
2082,"7/1/1997","LANE","EUGENE SCH DIST 4J","WILLARD ELEM SCHOOL",18832,1954,1960,18792,2801409,-
2212,"7/1/1998","UNION","LA GRANDE SCH DIST 1","WILLOW ELEM SCHOOL",2554,1924,1990,17919,424856,-
2212,"7/1/1997","UNION","LA GRANDE SCH DIST 1","WILLOW ELEM SCHOOL",2644,1924,1990,17919,405249,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","WILSON HIGH SCHOOL",55321,1954,1960,326062,8529059,-
2082,"7/1/1998","LANE","EUGENE SCH DIST 4J","WINSTON CHURCHILL HIGH SC",18636,1966,1977,232466,2801409,-
2082,"7/1/1997","LANE","EUGENE SCH DIST 4J","WINSTON CHURCHILL HIGH SC",18832,1966,1977,232466,2801409,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","WOODLAWN ELEM SCHOOL",55321,1926,1966,61595,8529059,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","WOODMERE ELEM SCHOOL",55321,1954,1957,55324,8529059,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","WOODSTOCK ELEM SCHOOL",55321,1910,1954,69135,8529059,-
2024,"7/1/1998","HOOD RIVER","HOOD RIVER CO SCH DIST 1","WY'EAST MIDDLE SCHOOL",3788,1951,1980,84616,646938,-
2024,"7/1/1997","HOOD RIVER","HOOD RIVER CO SCH DIST 1","WY'EAST MIDDLE SCHOOL",3722,1951,1980,84616,646938,-
2097,"7/1/1998","LINCOLN","LINCOLN CO SCH DIST","YAQUINA VIEW ELEM SCHOOL",7041,1960,1988,46357,1160793,-
2097,"7/1/1997","LINCOLN","LINCOLN CO SCH DIST","YAQUINA VIEW ELEM SCHOOL",7161,1960,1988,46357,887166,-
2142,"7/1/1998","MARION","SALEM/KEIZER SCH DIST 24J","YOSHIKAI ELEMENTARY SCHOOL",33725,1994,,49000,3946588,-
2142,"7/1/1997","MARION","SALEM/KEIZER SCH DIST 24J","YOSHIKAI ELEMENTARY SCHOOL",33086,1994,,49000,3946588,-
2180,"7/1/1997","MULTNOMAH","Portland Sch Dist 1j","YOUNGSON ELEM SCHOOL",55321,1955,1959,32824,8529059,-
2082,"7/1/1998","LANE","EUGENE SCH DIST 4J","YUJIN GAKUEN",18636,1961,1969,22220,2801409,-
2082,"7/1/1997","LANE","EUGENE SCH DIST 4J","YUJIN GAKUEN",18832,1961,1969,22220,2801409,-
2000,"7/1/1998","DOUGLAS","GLENDALE SCH DIST 77","District Office/Alt Ed.",537,1940,,4629,117767,-
2000,"7/1/1997","DOUGLAS","GLENDALE SCH DIST 77","District Office/Alt Ed.",542,1940,,,113138,-
2187,"7/1/1998","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","Voc. Fine Arts Building",7680,1959,,167151,1018580,-
2187,"7/1/1997","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","Voc. Fine Arts Building",7546,1959,,167151,1018580,-
2187,"7/1/1998","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","Childrens Services Center",7680,1949,1961,37029,1018580,-
2187,"7/1/1997","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","Childrens Services Center",7546,1949,1961,37029,1018580,-
2187,"7/1/1998","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","Performing Arts Center",7680,1979,,12680,1018580,-
2187,"7/1/1997","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","Performing Arts Center",7546,1979,,12680,1018580,-
2212,"7/1/1998","UNION","LA GRANDE SCH DIST 1","Administration",2554,1970,1989,7452,424856,-
2212,"7/1/1997","UNION","LA GRANDE SCH DIST 1","Administration",2644,1970,1989,7452,405249,-
2097,"7/1/1998","LINCOLN","LINCOLN CO SCH DIST","Taft High School",7041,1998,,154000,1160793,-
2097,"7/1/1998","LINCOLN","LINCOLN CO SCH DIST","Newport Middle School",7041,1998,,78699,1160793,-
2054,"7/1/1999","JOSEPHINE","GRANTS PASS SCH DIST 7","GRANTS PASS MAINTENANCE SHOP",5433,1945,,6074,741978,-
1924,"7/1/1999","CLACKAMAS","NORTH CLACKAMAS SCH DIST 12","Swimming Pool",14615,1936,,5904,1704742,-
2213,"7/1/1999","UNION","Union SD 5","UNION SD 5 - KINDERGARTEN MODULAR",502,1989,,1120,91626,-
1948,"7/1/1999","COLUMBIA","ST HELENS SCH DIST 502","ST HELENS HIGH-CONCESSION 1",3282,1994,,1405,607201,-
1944,"7/1/1999","COLUMBIA","SCAPPOOSE SCH DIST 1J","SCAPPOOSE MIDDLE",2168,1930,1958,47000,350967,-
1946,"7/1/1999","COLUMBIA","Rainier SD 13","HUDSON PARK ELEMENTARY",1412,1976,1981,35992,491379,-
1928,"7/1/1999","CLACKAMAS","OREGON CITY SCH DIST 62","OREGON CITY HS ART BLDG",7335,1921,1985,8000,1064272,-
1928,"7/1/1999","CLACKAMAS","OREGON CITY SCH DIST 62","OREGON CITY HS NORTH WING",7335,1935,1974,92000,1064272,-
1928,"7/1/1999","CLACKAMAS","OREGON CITY SCH DIST 62","OREGON CITY HS MECHANICS BLDG",7335,1936,1975,4000,1064272,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","HITEON ELEMENTARY",32588,1974,1986,47890,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","KINNAMAN ELEMENTARY",32588,1974,1987,44715,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","MCKAY ELEMENTARY",32588,1929,1990,48891,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","MCKINLEY ELEMENTARY",32588,1955,1992,45893,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","MONTCLAIR ELEMENTARY",32588,1971,1992,38797,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","NANCY RYLES ELEMENTARY",32588,1992,1996,69325,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","OAK HILLS ELEMENTARY",32588,1967,1992,48177,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","RALEIGH HILLS ELEMENTARY",32588,1927,1991,60550,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","RALEIGH PARK ELEMENTARY",32588,1957,1990,43864,4154693,-
2243,"7/1/1999","WASHINGTON","BEAVERTON SCH DIST 48J","RIDGEWOOD ELEMENTARY",32588,1958,1970,56074,4154693,-
